Name,Team,Position,Dropped,Added,Total,Date
T.J. McConnell,PHI , PG,151,1282,1433,2016-12-17
Dirk Nowitzki,DAL ," PF,C",201,1211,1417,2016-12-17
Cody Zeller,CHA ," PF,C",539,860,1409,2016-12-17
Marco Belinelli,CHA ," SG,SF",728,669,1399,2016-12-17
Jahlil Okafor,PHI , C,142,1191,1348,2016-12-17
Brandon Jennings,NY , PG,938,344,1288,2016-12-17
Patty Mills,SA , PG,909,363,1282,2016-12-17
Robert Covington,PHI ," SF,PF",337,920,1263,2016-12-17
Andrew Harrison,MEM ," PG,SG",1227,25,1253,2016-12-17
Marvin Williams,CHA ," SF,PF",543,691,1243,2016-12-17
Tim Frazier,NO ," PG,SG",399,788,1198,2016-12-17
Dario Saric,PHI ," SF,PF",1093,89,1187,2016-12-17
Courtney Lee,NY ," SG,SF",893,289,1186,2016-12-17
Tim Hardaway Jr.,ATL ," SG,SF",315,867,1183,2016-12-17
Tyler Johnson,MIA ," PG,SG",941,212,1165,2016-12-17
Marcus Morris,DET ," SF,PF",1046,87,1159,2016-12-17
Terrence Ross,TOR ," SG,SF",267,883,1151,2016-12-17
Tyson Chandler,PHO , C,716,409,1144,2016-12-17
Brandon Knight,PHO ," PG,SG",911,202,1127,2016-12-17
Evan Turner,POR ," SG,SF",848,268,1122,2016-12-17
Emmanuel Mudiay,DEN , PG,583,528,1120,2016-12-17
Maurice Harkless,POR , SF,771,324,1117,2016-12-17
Kyle O'Quinn,NY ," PF,C",5221,65,5292,2016-12-18
Garrett Temple,SAC ," PG,SG",1157,4082,5240,2016-12-18
Nick Young,LAL ," SG,SF",189,4766,4964,2016-12-18
Tim Hardaway Jr.,ATL ," SG,SF",266,4097,4366,2016-12-18
Jusuf Nurkic,DEN , C,3301,116,3432,2016-12-18
Michael Kidd-Gilchrist,CHA , SF,3127,39,3181,2016-12-18
Emmanuel Mudiay,DEN , PG,239,2856,3099,2016-12-18
Kosta Koufos,SAC ," PF,C",763,2283,3047,2016-12-18
J.J. Barea,DAL ," PG,SG",121,2851,2975,2016-12-18
Tony Allen,MEM ," SG,SF",618,1846,2472,2016-12-18
Jon Leuer,DET ," PF,C",1641,640,2289,2016-12-18
Thabo Sefolosha,ATL ," SG,SF",1552,668,2230,2016-12-18
Marco Belinelli,CHA ," SG,SF",360,1751,2116,2016-12-18
Guillermo Hernangomez,NY , C,65,2043,2108,2016-12-18
Marvin Williams,CHA ," SF,PF",326,1742,2073,2016-12-18
Luol Deng,LAL ," SF,PF",422,1615,2038,2016-12-18
Kenneth Faried,DEN ," PF,C",150,1684,1848,2016-12-18
C.J. Miles,IND ," SG,SF",1032,762,1797,2016-12-18
Will Barton,DEN ," SG,SF",660,1070,1755,2016-12-18
Tim Frazier,NO ," PG,SG",502,1238,1750,2016-12-18
Wayne Ellington,MIA ," SG,SF",1620,43,1666,2016-12-18
JaMychal Green,MEM , PF,1306,323,1643,2016-12-18
Gary Harris,DEN ," SG,SF",221,1411,1636,2016-12-18
Marreese Speights,LAC ," PF,C",85,1520,1606,2016-12-18
Dorian Finney-Smith,DAL ," SF,PF",956,606,1567,2016-12-18
Kent Bazemore,ATL ," SG,SF",329,1228,1563,2016-12-18
John Henson,MIL ," PF,C",1284,254,1561,2016-12-18
Troy Daniels,MEM ," PG,SG",1295,201,1499,2016-12-18
Sean Kilpatrick,BKN ," PG,SG",1128,336,1479,2016-12-18
Cody Zeller,CHA ," PF,C",461,1004,1471,2016-12-18
Tyson Chandler,PHO , C,573,877,1467,2016-12-18
Sergio Rodriguez,PHI , PG,1138,302,1450,2016-12-18
Patrick Patterson,TOR ," PF,C",991,448,1442,2016-12-18
Ish Smith,DET , PG,1332,99,1436,2016-12-18
Seth Curry,DAL ," PG,SG",192,1237,1430,2016-12-18
Nerlens Noel,PHI ," PF,C",1112,288,1417,2016-12-18
Tyler Johnson,MIA ," SF,PF",899,492,1393,2016-12-18
K. Korver,CLE ," SG,SF",596,783,1385,2016-12-18
Patty Mills,SA , PG,874,443,1327,2016-12-18
Justise Winslow,MIA ," SF,PF",331,972,1309,2016-12-18
Kelly Oubre Jr.,WAS , SF,1221,83,1305,2016-12-18
T.J. McConnell,PHI , PG,462,827,1291,2016-12-18
Alex Len,PHO ," PF,C",519,756,1282,2016-12-18
Josh Richardson,MIA ," SG,SF",1078,179,1265,2016-12-18
Evan Turner,POR ," SG,SF",1183,76,1262,2016-12-18
Dwight Powell,DAL ," PF,C",817,433,1250,2016-12-18
DeMarre Carroll,TOR ," SF,PF",976,256,1242,2016-12-18
Terrence Jones,NO ," SF,PF",576,639,1226,2016-12-18
Andrew Harrison,MEM ," PG,SG",1173,33,1208,2016-12-18
Nikola Mirotic,CHI ," SF,PF",1051,143,1199,2016-12-18
Marreese Speights,LAC ," PF,C",203,17860,18064,2016-12-19
J.J. Barea,DAL ," PG,SG",292,8070,8363,2016-12-19
Nick Young,LAL ," SG,SF",232,5207,5450,2016-12-19
Tim Hardaway Jr.,ATL ," SG,SF",1741,2992,4735,2016-12-19
Clint Capela,HOU ," PF,C",4047,68,4142,2016-12-19
Kyle O'Quinn,NY ," PF,C",4024,85,4117,2016-12-19
Garrett Temple,SAC ," PG,SG",2241,1819,4060,2016-12-19
Emmanuel Mudiay,DEN , PG,316,3405,3730,2016-12-19
Jusuf Nurkic,DEN , C,3379,196,3586,2016-12-19
Marco Belinelli,CHA ," SG,SF",266,3297,3563,2016-12-19
Guillermo Hernangomez,NY , C,192,3358,3550,2016-12-19
Dorian Finney-Smith,DAL ," SF,PF",1560,1797,3359,2016-12-19
Wayne Ellington,MIA ," SG,SF",3120,45,3167,2016-12-19
Montrezl Harrell,HOU ," PF,C",50,3019,3069,2016-12-19
Kent Bazemore,ATL ," SG,SF",366,2460,2834,2016-12-19
Marvin Williams,CHA ," SF,PF",356,2443,2807,2016-12-19
Josh Richardson,MIA ," SG,SF",2712,62,2777,2016-12-19
Jon Leuer,DET ," PF,C",596,2150,2752,2016-12-19
Cody Zeller,CHA ," PF,C",305,2400,2713,2016-12-19
Tony Allen,MEM ," SG,SF",951,1622,2575,2016-12-19
Luol Deng,LAL ," SF,PF",463,1975,2441,2016-12-19
Will Barton,DEN ," SG,SF",835,1487,2340,2016-12-19
Tim Frazier,NO ," PG,SG",500,1776,2286,2016-12-19
Gary Harris,DEN ," SG,SF",192,2067,2269,2016-12-19
Nerlens Noel,PHI ," PF,C",1982,218,2212,2016-12-19
Dwight Powell,DAL ," PF,C",1493,675,2168,2016-12-19
John Henson,MIL ," PF,C",1381,740,2134,2016-12-19
Bismack Biyombo,ORL ," PF,C",319,1787,2110,2016-12-19
Kenneth Faried,DEN ," PF,C",633,1424,2065,2016-12-19
Seth Curry,DAL ," PG,SG",555,1476,2033,2016-12-19
Alex Len,PHO ," PF,C",989,965,1957,2016-12-19
Sean Kilpatrick,BKN ," PG,SG",1644,299,1955,2016-12-19
JaMychal Green,MEM , PF,1052,873,1944,2016-12-19
C.J. Miles,IND ," SG,SF",1042,887,1932,2016-12-19
Kosta Koufos,SAC ," PF,C",1283,636,1919,2016-12-19
T.J. Warren,PHO , SF,1412,489,1908,2016-12-19
Sergio Rodriguez,PHI , PG,1605,284,1899,2016-12-19
Tyler Johnson,MIA ," SF,PF",1678,153,1832,2016-12-19
Marcus Morris,DET ," SF,PF",1601,181,1797,2016-12-19
Tyson Chandler,PHO , C,596,1180,1792,2016-12-19
Michael Kidd-Gilchrist,CHA , SF,1675,101,1785,2016-12-19
Thabo Sefolosha,ATL ," SG,SF",1110,647,1763,2016-12-19
Troy Daniels,MEM ," PG,SG",1737,25,1763,2016-12-19
Ersan Ilyasova,PHI ," SF,PF",322,1418,1748,2016-12-19
Nikola Mirotic,CHI ," SF,PF",1079,664,1746,2016-12-19
Patrick Patterson,TOR ," PF,C",1480,243,1726,2016-12-19
Marquese Chriss,PHO , PF,885,765,1651,2016-12-19
Patty Mills,SA , PG,940,685,1634,2016-12-19
DeMarre Carroll,TOR ," SF,PF",1359,240,1608,2016-12-19
Tyreke Evans,NO ," PG,SG,SF",1351,231,1593,2016-12-19
J.J. Barea,DAL ," PG,SG",212,8126,8339,2016-12-20
Clint Capela,HOU ," PF,C",6324,70,6408,2016-12-20
Jon Leuer,DET ," PF,C",205,5778,5990,2016-12-20
Marreese Speights,LAC ," PF,C",1815,3012,4827,2016-12-20
Montrezl Harrell,HOU ," PF,C",216,3976,4192,2016-12-20
Marcus Morris,DET ," SF,PF",3472,173,3662,2016-12-20
Emmanuel Mudiay,DEN , PG,658,2835,3502,2016-12-20
Jusuf Nurkic,DEN , C,3357,101,3464,2016-12-20
Nick Young,LAL ," SG,SF",235,2720,2961,2016-12-20
Guillermo Hernangomez,NY , C,1769,1083,2853,2016-12-20
Dwight Powell,DAL ," PF,C",483,2141,2624,2016-12-20
Kent Bazemore,ATL ," SG,SF",254,2289,2548,2016-12-20
Dorian Finney-Smith,DAL ," SF,PF",2101,426,2527,2016-12-20
Sean Kilpatrick,BKN ," PG,SG",2194,183,2393,2016-12-20
Garrett Temple,SAC ," PG,SG",1186,1142,2330,2016-12-20
Tim Hardaway Jr.,ATL ," SG,SF",1961,180,2142,2016-12-20
Will Barton,DEN ," SG,SF",1489,625,2131,2016-12-20
Gary Harris,DEN ," SG,SF",301,1793,2105,2016-12-20
Marco Belinelli,CHA ," SG,SF",416,1689,2105,2016-12-20
Nene Hilario,HOU ," PF,C",62,2036,2098,2016-12-20
Cody Zeller,CHA ," PF,C",390,1656,2059,2016-12-20
Nikola Mirotic,CHI ," SF,PF",327,1655,1989,2016-12-20
Thabo Sefolosha,ATL ," SG,SF",392,1453,1846,2016-12-20
Marvin Williams,CHA ," SF,PF",327,1494,1827,2016-12-20
J.R. Smith,CLE ," SG,SF",1064,684,1751,2016-12-20
John Henson,MIL ," PF,C",592,1033,1637,2016-12-20
Kyle O'Quinn,NY ," PF,C",1484,147,1636,2016-12-20
Seth Curry,DAL ," PG,SG",431,1185,1617,2016-12-20
Wayne Ellington,MIA ," SG,SF",1546,32,1579,2016-12-20
Sergio Rodriguez,PHI , PG,1397,147,1547,2016-12-20
Tyson Chandler,PHO , C,395,1069,1478,2016-12-20
Luol Deng,LAL ," SF,PF",390,1044,1436,2016-12-20
Kenneth Faried,DEN ," PF,C",1176,231,1417,2016-12-20
Bismack Biyombo,ORL ," PF,C",401,1006,1413,2016-12-20
Tony Allen,MEM ," SG,SF",475,906,1385,2016-12-20
JaMychal Green,MEM , PF,504,858,1375,2016-12-20
Alex Len,PHO ," PF,C",911,428,1345,2016-12-20
T.J. Warren,PHO , SF,1081,235,1322,2016-12-20
Tim Frazier,NO ," PG,SG",284,989,1279,2016-12-20
Terrence Jones,NO ," SF,PF",316,935,1261,2016-12-20
C.J. Miles,IND ," SG,SF",955,290,1247,2016-12-20
Shelvin Mack,UTA , PG,219,1022,1242,2016-12-20
Marcus Smart,BOS , PG,1090,123,1221,2016-12-20
Chandler Parsons,MEM ," SF,PF",144,1048,1200,2016-12-20
Tyler Johnson,MIA ," PG,SG",578,583,1170,2016-12-20
Ersan Ilyasova,PHI ," SF,PF",371,752,1141,2016-12-20
Patrick Patterson,TOR ," PF,C",987,138,1128,2016-12-20
Maurice Harkless,POR , SF,310,804,1124,2016-12-20
Kosta Koufos,SAC ," PF,C",694,421,1115,2016-12-20
Brandon Jennings,NY , PG,927,184,1115,2016-12-20
J.R. Smith,CLE ," SG,SF",6390,65,6463,2016-12-21
J.J. Barea,DAL ," PG,SG",1902,3064,4970,2016-12-21
Luol Deng,LAL ," SF,PF",207,4720,4931,2016-12-21
Nick Young,LAL ," SG,SF",127,3551,3689,2016-12-21
Marreese Speights,LAC ," PF,C",3016,641,3657,2016-12-21
Jon Leuer,DET ," PF,C",341,3034,3384,2016-12-21
Sean Kilpatrick,BKN ," PG,SG",3121,240,3374,2016-12-21
Tyler Johnson,MIA ," PG,SG",104,3193,3311,2016-12-21
Garrett Temple,SAC ," PG,SG",2961,236,3199,2016-12-21
Clint Capela,HOU ," PF,C",2757,108,2879,2016-12-21
Iman Shumpert,CLE ," SG,SF",102,2701,2804,2016-12-21
Austin Rivers,LAC ," PG,SG,SF",222,2502,2726,2016-12-21
Danny Green,SA ," SG,SF",192,2402,2599,2016-12-21
Joakim Noah,NY ," PF,C",181,2268,2454,2016-12-21
Tony Allen,MEM ," SG,SF",1624,748,2382,2016-12-21
Troy Daniels,MEM ," PG,SG",476,1827,2304,2016-12-21
Dorian Finney-Smith,DAL ," SF,PF",1686,188,1874,2016-12-21
Emmanuel Mudiay,DEN , PG,1632,212,1856,2016-12-21
Tyler Johnson,MIA ," SF,PF",220,1628,1854,2016-12-21
Dwight Powell,DAL ," PF,C",583,1214,1802,2016-12-21
John Henson,MIL ," PF,C",647,1137,1793,2016-12-21
Jusuf Nurkic,DEN , C,1700,76,1781,2016-12-21
Chandler Parsons,MEM ," SF,PF",187,1575,1768,2016-12-21
Ty Lawson,SAC , PG,109,1651,1760,2016-12-21
Montrezl Harrell,HOU ," PF,C",422,1313,1735,2016-12-21
Terrence Jones,NO ," SF,PF",297,1425,1730,2016-12-21
Marcus Morris,DET ," SF,PF",1519,181,1726,2016-12-21
Guillermo Hernangomez,NY , C,1574,102,1677,2016-12-21
Patty Mills,SA , PG,410,1235,1652,2016-12-21
Tim Hardaway Jr.,ATL ," SG,SF",1557,78,1637,2016-12-21
Rondae Hollis-Jefferson,BKN ," SG,SF",227,1406,1634,2016-12-21
Kosta Koufos,SAC ," PF,C",1531,62,1594,2016-12-21
Will Barton,DEN ," SG,SF",455,1113,1582,2016-12-21
C.J. Miles,IND ," SG,SF",619,934,1558,2016-12-21
Nikola Mirotic,CHI ," SF,PF",354,1172,1532,2016-12-21
Larry Nance Jr.,LAL , PF,1451,65,1518,2016-12-21
Thabo Sefolosha,ATL ," SG,SF",681,832,1518,2016-12-21
Kent Bazemore,ATL ," SG,SF",344,1091,1442,2016-12-21
Kyle O'Quinn,NY ," PF,C",1005,427,1435,2016-12-21
Tyson Chandler,PHO , C,893,524,1430,2016-12-21
Langston Galloway,NO ," PG,SG",1355,65,1422,2016-12-21
Marco Belinelli,CHA ," SG,SF",394,1006,1403,2016-12-21
Sergio Rodriguez,PHI , PG,1222,140,1371,2016-12-21
Courtney Lee,NY ," SG,SF",409,888,1299,2016-12-21
JaMychal Green,MEM , PF,703,582,1297,2016-12-21
Bismack Biyombo,ORL ," PF,C",352,909,1274,2016-12-21
Evan Turner,POR ," SG,SF",1222,39,1263,2016-12-21
Marcus Smart,BOS , PG,969,272,1247,2016-12-21
Seth Curry,DAL ," PG,SG",524,698,1229,2016-12-21
Marvin Williams,CHA ," SF,PF",355,820,1186,2016-12-21
J.J. Barea,DAL ," PG,SG",4233,202,4446,2016-12-22
Luol Deng,LAL ," SF,PF",165,3213,3382,2016-12-22
Montrezl Harrell,HOU ," PF,C",198,3109,3308,2016-12-22
Dwight Powell,DAL ," PF,C",317,2329,2649,2016-12-22
J.R. Smith,CLE ," SG,SF",2493,28,2530,2016-12-22
Ty Lawson,SAC , PG,173,2203,2376,2016-12-22
Nick Young,LAL ," SG,SF",98,2126,2234,2016-12-22
Tony Allen,MEM ," SG,SF",1976,240,2224,2016-12-22
Tyler Johnson,MIA ," SF,PF",240,1849,2091,2016-12-22
Dorian Finney-Smith,DAL ," SF,PF",2011,55,2069,2016-12-22
Malcolm Brogdon,MIL ," PG,SG",79,1875,1954,2016-12-22
Tyler Johnson,MIA ," PG,SG",191,1749,1953,2016-12-22
Kyle O'Quinn,NY ," PF,C",599,1259,1859,2016-12-22
Justise Winslow,MIA ," SF,PF",188,1660,1857,2016-12-22
Jon Leuer,DET ," PF,C",255,1546,1817,2016-12-22
Marreese Speights,LAC ," PF,C",1354,397,1755,2016-12-22
Austin Rivers,LAC ," PG,SG,SF",376,1192,1568,2016-12-22
Sean Kilpatrick,BKN ," PG,SG",1236,308,1559,2016-12-22
Danny Green,SA ," SG,SF",247,1297,1553,2016-12-22
Joakim Noah,NY ," PF,C",387,1135,1528,2016-12-22
Tim Hardaway Jr.,ATL ," SG,SF",1457,28,1488,2016-12-22
Rondae Hollis-Jefferson,BKN ," SG,SF",198,1269,1469,2016-12-22
T.J. Warren,PHO , SF,171,1267,1448,2016-12-22
Larry Nance Jr.,LAL , PF,1336,16,1352,2016-12-22
Tyson Chandler,PHO , C,1121,211,1349,2016-12-22
Will Barton,DEN ," SG,SF",225,1091,1334,2016-12-22
Marcus Morris,DET ," SF,PF",1121,186,1333,2016-12-22
Patty Mills,SA , PG,453,856,1318,2016-12-22
Clint Capela,HOU ," PF,C",1106,190,1312,2016-12-22
Garrett Temple,SAC ," PG,SG",1156,135,1293,2016-12-22
Seth Curry,DAL ," PG,SG",427,845,1274,2016-12-22
John Henson,MIL ," PF,C",781,394,1185,2016-12-22
C.J. Miles,IND ," SG,SF",517,629,1150,2016-12-22
Nikola Mirotic,CHI ," SF,PF",362,687,1056,2016-12-22
Thabo Sefolosha,ATL ," SG,SF",516,538,1055,2016-12-22
Trevor Booker,BKN , PF,777,224,1028,2016-12-22
Jusuf Nurkic,DEN , C,909,78,994,2016-12-22
Wayne Ellington,MIA ," SG,SF",939,24,965,2016-12-22
Terrence Jones,NO ," SF,PF",274,666,953,2016-12-22
Troy Daniels,MEM ," PG,SG",833,99,936,2016-12-22
Marco Belinelli,CHA ," SG,SF",253,675,935,2016-12-22
Evan Turner,POR ," SG,SF",888,22,913,2016-12-22
Brandon Ingram,LAL ," SG,SF",336,566,906,2016-12-22
Bismack Biyombo,ORL ," PF,C",209,680,903,2016-12-22
Alex Len,PHO ," PF,C",342,554,898,2016-12-22
Aaron Gordon,ORL ," SF,PF",477,398,884,2016-12-22
JaMychal Green,MEM , PF,543,327,878,2016-12-22
Iman Shumpert,CLE ," SG,SF",178,689,867,2016-12-22
Patrick Beverley,HOU ," PG,SG",108,729,861,2016-12-22
Marvin Williams,CHA ," SF,PF",224,615,849,2016-12-22
Khris Middleton,MIL ," SG,SF",78,4595,4674,2016-12-23
Kyle O'Quinn,NY ," PF,C",199,3670,3869,2016-12-23
Justise Winslow,MIA ," SF,PF",143,3306,3460,2016-12-23
Dirk Nowitzki,DAL ," PF,C",134,2816,2958,2016-12-23
Tyler Johnson,MIA ," SF,PF",219,2699,2921,2016-12-23
J.J. Barea,DAL ," PG,SG",2713,114,2838,2016-12-23
J.R. Smith,CLE ," SG,SF",2523,35,2563,2016-12-23
Ty Lawson,SAC , PG,182,2204,2390,2016-12-23
Malcolm Brogdon,MIL ," PG,SG",118,1950,2068,2016-12-23
Marreese Speights,LAC ," PF,C",549,1421,1970,2016-12-23
Trevor Booker,BKN , PF,1823,109,1952,2016-12-23
Montrezl Harrell,HOU ," PF,C",186,1723,1910,2016-12-23
Luol Deng,LAL ," SF,PF",230,1485,1716,2016-12-23
Sean Kilpatrick,BKN ," PG,SG",1291,319,1623,2016-12-23
Tony Allen,MEM ," SG,SF",1351,142,1500,2016-12-23
Tim Frazier,NO ," PG,SG",1276,213,1497,2016-12-23
Marcus Morris,DET ," SF,PF",1206,246,1470,2016-12-23
Dwight Powell,DAL ," PF,C",737,710,1452,2016-12-23
John Henson,MIL ," PF,C",1190,180,1380,2016-12-23
Nick Young,LAL ," SG,SF",221,1106,1346,2016-12-23
Dorian Finney-Smith,DAL ," SF,PF",1239,43,1283,2016-12-23
Marco Belinelli,CHA ," SG,SF",966,310,1277,2016-12-23
Will Barton,DEN ," SG,SF",237,1027,1276,2016-12-23
Rondae Hollis-Jefferson,BKN ," SG,SF",318,899,1217,2016-12-23
Bojan Bogdanovic,BKN ," SG,SF",1113,72,1194,2016-12-23
Iman Shumpert,CLE ," SG,SF",219,947,1169,2016-12-23
Tyler Johnson,MIA ," PG,SG",394,760,1167,2016-12-23
Patty Mills,SA , PG,749,382,1137,2016-12-23
Jon Leuer,DET ," PF,C",246,842,1101,2016-12-23
C.J. Miles,IND ," SG,SF",441,626,1077,2016-12-23
JaMychal Green,MEM , PF,871,190,1073,2016-12-23
Clint Capela,HOU ," PF,C",711,320,1043,2016-12-23
Michael Kidd-Gilchrist,CHA , SF,400,623,1033,2016-12-23
T.J. Warren,PHO , SF,133,850,991,2016-12-23
Darren Collison,SAC , PG,883,66,969,2016-12-23
Jusuf Nurkic,DEN , C,876,79,965,2016-12-23
Austin Rivers,LAC ," PG,SG,SF",418,523,942,2016-12-23
Nikola Mirotic,CHI ," SF,PF",208,711,926,2016-12-23
Cody Zeller,CHA ," PF,C",201,665,876,2016-12-23
Josh Richardson,MIA ," SG,SF",797,73,873,2016-12-23
Garrett Temple,SAC ," PG,SG",740,113,853,2016-12-23
Marvin Williams,CHA ," SF,PF",349,488,847,2016-12-23
Joakim Noah,NY ," PF,C",455,384,846,2016-12-23
Danny Green,SA ," SG,SF",427,387,817,2016-12-23
Seth Curry,DAL ," PG,SG",332,467,800,2016-12-23
Tyson Chandler,PHO , C,610,166,793,2016-12-23
Jamal Crawford,LAC ," SG,SF",298,482,784,2016-12-23
Sergio Rodriguez,PHI , PG,567,199,776,2016-12-23
Brandon Jennings,NY , PG,255,509,770,2016-12-23
Maurice Harkless,POR , SF,524,220,760,2016-12-23
Malcolm Brogdon,MIL ," PG,SG",137,4222,4359,2016-12-25
Kyle O'Quinn,NY ," PF,C",2328,939,3270,2016-12-25
Montrezl Harrell,HOU ," PF,C",128,2643,2773,2016-12-25
P.J. Tucker,PHO ," SG,SF",87,2424,2512,2016-12-25
Marcus Morris,DET ," SF,PF",2030,132,2181,2016-12-25
Tim Frazier,NO ," PG,SG",2005,80,2099,2016-12-25
Marreese Speights,LAC ," PF,C",941,1039,1985,2016-12-25
Ty Lawson,SAC , PG,124,1846,1972,2016-12-25
Lucas Nogueira,TOR ," PF,C",96,1787,1884,2016-12-25
Patty Mills,SA , PG,1021,643,1672,2016-12-25
Bojan Bogdanovic,BKN ," SG,SF",1520,57,1585,2016-12-25
Luol Deng,LAL ," SF,PF",365,1078,1450,2016-12-25
Austin Rivers,LAC ," PG,SG,SF",751,676,1429,2016-12-25
Jamal Crawford,LAC ," SG,SF",263,1109,1377,2016-12-25
Brandon Jennings,NY , PG,1167,175,1343,2016-12-25
J.J. Barea,DAL ," PG,SG",1001,273,1277,2016-12-25
Thabo Sefolosha,ATL ," SG,SF",134,1130,1269,2016-12-25
John Henson,MIL ," PF,C",1123,133,1264,2016-12-25
J.R. Smith,CLE ," SG,SF",1210,43,1256,2016-12-25
Nikola Mirotic,CHI ," SF,PF",165,1048,1221,2016-12-25
Michael Kidd-Gilchrist,CHA , SF,157,1010,1170,2016-12-25
Andre Roberson,OKC ," SG,SF",698,444,1144,2016-12-25
Tyler Johnson,MIA ," SF,PF",261,874,1135,2016-12-25
Tony Allen,MEM ," SG,SF",705,365,1078,2016-12-25
Dirk Nowitzki,DAL ," PF,C",112,951,1074,2016-12-25
Cody Zeller,CHA ," PF,C",126,917,1051,2016-12-25
Nick Young,LAL ," SG,SF",361,583,955,2016-12-25
Danny Green,SA ," SG,SF",778,170,953,2016-12-25
Sean Kilpatrick,BKN ," PG,SG",534,399,949,2016-12-25
Dwight Powell,DAL ," PF,C",516,410,931,2016-12-25
Jon Leuer,DET ," PF,C",226,667,906,2016-12-25
Joakim Noah,NY ," PF,C",459,411,877,2016-12-25
Raymond Felton,LAC ," PG,SG",86,780,866,2016-12-25
C.J. Miles,IND ," SG,SF",315,536,856,2016-12-25
Marco Belinelli,CHA ," SG,SF",815,35,855,2016-12-25
JaMychal Green,MEM , PF,647,183,840,2016-12-25
Darren Collison,SAC , PG,743,64,825,2016-12-25
Courtney Lee,NY ," SG,SF",566,245,812,2016-12-25
Will Barton,DEN ," SG,SF",200,585,804,2016-12-25
Guillermo Hernangomez,NY , C,709,77,786,2016-12-25
Elfrid Payton,ORL , PG,104,662,782,2016-12-25
Channing Frye,CLE ," PF,C",261,512,774,2016-12-25
Seth Curry,DAL ," PG,SG",242,508,753,2016-12-25
Maurice Harkless,POR , SF,531,201,752,2016-12-25
Justise Winslow,MIA ," SF,PF",179,561,750,2016-12-25
Trevor Booker,BKN , PF,556,165,740,2016-12-25
Bismack Biyombo,ORL ," PF,C",233,485,726,2016-12-25
Manu Ginobili,SA ," SG,SF",298,425,724,2016-12-25
Amir Johnson,BOS ," PF,C",323,396,719,2016-12-25
Dorian Finney-Smith,DAL ," SF,PF",668,34,703,2016-12-25
Malcolm Brogdon,MIL ," PG,SG",1361,5274,6637,2016-12-26
Tyler Johnson,MIA ," SF,PF",207,5017,5228,2016-12-26
Montrezl Harrell,HOU ," PF,C",232,4964,5198,2016-12-26
Tim Frazier,NO ," PG,SG",4764,152,4924,2016-12-26
J.J. Barea,DAL ," PG,SG",4200,302,4509,2016-12-26
Raymond Felton,LAC ," PG,SG",374,4073,4447,2016-12-26
Kyle O'Quinn,NY ," PF,C",3395,145,3542,2016-12-26
Shelvin Mack,UTA , PG,100,3350,3453,2016-12-26
P.J. Tucker,PHO ," SG,SF",839,2448,3288,2016-12-26
Ty Lawson,SAC , PG,341,2646,2990,2016-12-26
Luol Deng,LAL ," SF,PF",318,2623,2944,2016-12-26
Patty Mills,SA , PG,2496,431,2933,2016-12-26
Seth Curry,DAL ," PG,SG",210,2678,2888,2016-12-26
Marreese Speights,LAC ," PF,C",2059,702,2762,2016-12-26
Lucas Nogueira,TOR ," PF,C",287,2458,2747,2016-12-26
Michael Kidd-Gilchrist,CHA , SF,240,2086,2332,2016-12-26
Sean Kilpatrick,BKN ," PG,SG",543,1735,2291,2016-12-26
Nikola Mirotic,CHI ," SF,PF",287,1953,2248,2016-12-26
Brandon Jennings,NY , PG,2084,74,2163,2016-12-26
Thabo Sefolosha,ATL ," SG,SF",240,1854,2099,2016-12-26
John Henson,MIL ," PF,C",1845,239,2090,2016-12-26
Tony Allen,MEM ," SG,SF",901,1130,2036,2016-12-26
Austin Rivers,LAC ," PG,SG,SF",1693,242,1936,2016-12-26
Dwight Powell,DAL ," PF,C",832,1102,1936,2016-12-26
Marco Belinelli,CHA ," SG,SF",1778,59,1840,2016-12-26
Justise Winslow,MIA ," SF,PF",227,1587,1821,2016-12-26
Joe Ingles,UTA ," SG,SF",93,1723,1816,2016-12-26
Marcus Morris,DET ," SF,PF",1286,475,1771,2016-12-26
C.J. Miles,IND ," SG,SF",977,751,1735,2016-12-26
JaMychal Green,MEM , PF,1038,627,1670,2016-12-26
Nick Young,LAL ," SG,SF",382,1266,1655,2016-12-26
Jamal Crawford,LAC ," SG,SF",509,1140,1651,2016-12-26
Kent Bazemore,ATL ," SG,SF",1418,212,1642,2016-12-26
Cody Zeller,CHA ," PF,C",229,1395,1634,2016-12-26
Tyler Johnson,MIA ," PG,SG",252,1313,1576,2016-12-26
Sergio Rodriguez,PHI , PG,224,1345,1575,2016-12-26
Bojan Bogdanovic,BKN ," SG,SF",1229,257,1495,2016-12-26
Danny Green,SA ," SG,SF",1364,96,1462,2016-12-26
Dirk Nowitzki,DAL ," PF,C",283,1151,1445,2016-12-26
Jon Leuer,DET ," PF,C",344,1089,1438,2016-12-26
Marcus Smart,BOS , PG,315,1084,1401,2016-12-26
Will Barton,DEN ," SG,SF",254,1106,1376,2016-12-26
Chandler Parsons,MEM ," SF,PF",966,396,1371,2016-12-26
Emmanuel Mudiay,DEN , PG,450,886,1345,2016-12-26
Elfrid Payton,ORL , PG,97,1209,1318,2016-12-26
Trevor Booker,BKN , PF,869,411,1303,2016-12-26
J.R. Smith,CLE ," SG,SF",1242,60,1303,2016-12-26
Michael Carter-Williams,CHI , PG,78,1223,1301,2016-12-26
Darren Collison,SAC , PG,1087,165,1264,2016-12-26
Andre Roberson,OKC ," SG,SF",898,361,1261,2016-12-26
