Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,DKPts,FDPts,Line,O/U
Ray McCallum,24-143,PG,11/2/2015,SAS,@,NYK,W,0,1,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0.00,0,-7.5,203
Andre Drummond,22-081,C,10/30/2015,DET,,CHI,W,1,39,8,19,0.421,8,19,0.421,0,0,,4,10,0.4,9,11,20,0,2,2,3,3,20,16.3,53.00,49,2.5,203
Pau Gasol,35-116,PF,10/30/2015,CHI,@,DET,L,1,32,7,14,0.5,7,13,0.538,0,1,0,2,2,1,3,9,12,3,2,3,3,4,16,15.4,45.50,41.9,-2.5,203
Jimmy Butler,26-046,SG,10/30/2015,CHI,@,DET,L,1,42,5,19,0.263,4,16,0.25,1,3,0.333,12,14,0.857,0,11,11,0,3,0,1,3,23,15,44.25,41.2,-2.5,203
Reggie Jackson,25-197,PG,10/30/2015,DET,,CHI,W,1,37,9,24,0.375,8,20,0.4,1,4,0.25,3,4,0.75,1,6,7,7,2,0,5,3,22,11.6,43.25,39.9,2.5,203
Marcus Morris,26-058,SF,10/30/2015,DET,,CHI,W,1,42,10,15,0.667,8,13,0.615,2,2,1,4,9,0.444,1,6,7,2,0,0,2,4,26,17.8,37.75,35.4,2.5,203
Nikola Mirotic,24-261,PF,10/30/2015,CHI,@,DET,L,1,39,7,14,0.5,4,6,0.667,3,8,0.375,5,6,0.833,1,5,6,0,2,0,4,1,22,14.4,33.00,29.2,-2.5,203
Taj Gibson,30-128,PF,10/30/2015,CHI,@,DET,L,0,20,4,7,0.571,4,7,0.571,0,0,,0,2,0,3,4,7,0,0,3,1,5,8,6.3,22.25,21.4,-2.5,203
Anthony Tolliver,30-151,PF,10/30/2015,DET,,CHI,W,0,30,4,9,0.444,1,1,1,3,8,0.375,0,0,,0,3,3,0,2,0,0,1,11,8.8,20.25,18.6,2.5,203
Derrick Rose,27-026,PG,10/30/2015,CHI,@,DET,L,1,34,4,13,0.308,4,12,0.333,0,1,0,0,0,,0,2,2,6,0,0,5,3,8,-0.9,17.00,14.4,-2.5,203
Kentavious Caldwell-Pope,22-254,SG,10/30/2015,DET,,CHI,W,1,39,2,12,0.167,2,7,0.286,0,5,0,2,2,1,1,3,4,2,2,0,2,2,6,0.6,17.00,15.8,2.5,203
Aaron Brooks,30-289,PG,10/30/2015,CHI,@,DET,L,0,18,2,6,0.333,1,2,0.5,1,4,0.25,0,0,,0,4,4,4,0,0,0,1,5,5.2,16.50,15.8,-2.5,203
Stanley Johnson,19-154,SF,10/30/2015,DET,,CHI,W,0,12,3,8,0.375,3,7,0.429,0,1,0,1,1,1,2,2,4,1,1,0,1,1,7,4.9,15.00,14.3,2.5,203
Aron Baynes,28-325,C,10/30/2015,DET,,CHI,W,0,14,2,4,0.5,2,4,0.5,0,0,,0,2,0,1,5,6,1,0,0,0,1,4,3.7,13.00,12.7,2.5,203
Steve Blake,35-246,PG,10/30/2015,DET,,CHI,W,0,16,0,7,0,0,3,0,0,4,0,0,0,,1,2,3,5,0,0,0,0,0,-0.1,11.25,11.1,2.5,203
Doug McDermott,23-300,SF,10/30/2015,CHI,@,DET,L,0,15,2,4,0.5,0,2,0,2,2,1,0,0,,0,1,1,2,0,0,2,3,6,2.5,10.25,8.2,-2.5,203
Tony Snell,23-354,SG,10/30/2015,CHI,@,DET,L,1,30,2,5,0.4,2,3,0.667,0,2,0,0,0,,1,1,2,1,1,0,0,4,4,2.4,10.00,9.9,-2.5,203
Joakim Noah,30-247,C,10/30/2015,CHI,@,DET,L,0,17,1,1,1,1,1,1,0,0,,0,2,0,0,3,3,2,0,1,2,0,2,1.9,9.75,8.6,-2.5,203
Ersan Ilyasova,28-168,PF,10/30/2015,DET,,CHI,W,1,22,1,5,0.2,1,2,0.5,0,3,0,0,0,,3,2,5,0,0,0,1,3,2,-0.6,7.75,7,2.5,203
E'Twaun Moore,26-244,SG,10/30/2015,CHI,@,DET,L,0,18,0,1,0,0,0,,0,1,0,0,0,,0,2,2,0,0,1,1,0,0,-0.4,4.00,3.4,-2.5,203
Reggie Bullock,24-228,SF,10/30/2015,DET,,CHI,W,0,15,0,1,0,0,0,,0,1,0,0,0,,1,1,2,0,0,0,0,1,0,-0.1,2.50,2.4,2.5,203
Ricky Rubio,25-007,PG,10/28/2015,MIN,@,LAL,W,1,32,10,17,0.588,8,13,0.615,2,4,0.5,6,7,0.857,0,2,2,14,1,0,1,3,28,28.9,55.50,52.4,2.5,203
Kobe Bryant,37-066,SG,10/28/2015,LAL,,MIN,L,1,29,8,24,0.333,5,11,0.455,3,13,0.231,5,5,1,0,4,4,1,2,0,0,1,24,13.9,36.00,34.3,-2.5,203
Roy Hibbert,28-321,C,10/28/2015,LAL,,MIN,L,1,28,1,4,0.25,1,4,0.25,0,0,,10,10,1,5,5,10,4,0,2,2,4,12,15.2,35.00,32,-2.5,203
Julius Randle,20-333,PF,10/28/2015,LAL,,MIN,L,1,30,5,13,0.385,5,13,0.385,0,0,,5,6,0.833,2,9,11,2,0,0,1,3,15,10.8,32.75,30.2,-2.5,203
Karl-Anthony Towns,19-347,C,10/28/2015,MIN,@,LAL,W,1,32,6,10,0.6,6,9,0.667,0,1,0,2,2,1,2,10,12,1,0,0,3,4,14,9.9,30.50,26.9,2.5,203
Lou Williams,29-001,PG,10/28/2015,LAL,,MIN,L,0,27,6,14,0.429,4,7,0.571,2,7,0.286,7,7,1,1,2,3,1,0,1,1,3,21,14.1,28.75,27.1,-2.5,203
Kevin Martin,32-269,SG,10/28/2015,MIN,@,LAL,W,0,29,6,15,0.4,6,10,0.6,0,5,0,11,12,0.917,0,1,1,0,0,0,0,2,23,14,24.25,24.2,2.5,203
Jordan Clarkson,23-143,PG,10/28/2015,LAL,,MIN,L,1,30,5,12,0.417,5,10,0.5,0,2,0,4,6,0.667,2,2,4,3,0,0,2,4,14,7.3,22.50,21.3,-2.5,203
Nemanja Bjelica,27-172,PF,10/28/2015,MIN,@,LAL,W,0,23,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,0,5,5,2,0,1,0,5,8,6.6,20.25,19,2.5,203
Nick Young,30-149,SG,10/28/2015,LAL,,MIN,L,0,19,5,8,0.625,1,1,1,4,7,0.571,0,0,,0,2,2,0,0,0,0,3,14,9.8,18.50,16.4,-2.5,203
Zach LaVine,20-232,PG,10/28/2015,MIN,@,LAL,W,0,20,4,10,0.4,4,8,0.5,0,2,0,0,0,,1,2,3,3,1,0,0,0,8,7,18.25,18.1,2.5,203
Kevin Garnett,39-162,PF,10/28/2015,MIN,@,LAL,W,1,13,2,4,0.5,2,4,0.5,0,0,,0,0,,0,7,7,2,0,1,0,2,4,5.4,17.75,17.4,2.5,203
Ryan Kelly,24-202,SF,10/28/2015,LAL,,MIN,L,0,21,1,5,0.2,1,3,0.333,0,2,0,1,1,1,1,5,6,3,0,1,1,4,3,2.3,16.50,15.7,-2.5,203
Gorgui Dieng,25-283,C,10/28/2015,MIN,@,LAL,W,0,20,1,4,0.25,1,4,0.25,0,0,,2,2,1,1,3,4,1,1,2,1,3,4,4.1,16.00,15.3,2.5,203
Shabazz Muhammad,22-349,SF,10/28/2015,MIN,@,LAL,W,0,19,3,5,0.6,2,3,0.667,1,2,0.5,3,4,0.75,0,1,1,0,0,0,1,1,10,6.2,11.25,10.2,2.5,203
Andrew Wiggins,20-247,SF,10/28/2015,MIN,@,LAL,W,1,29,2,10,0.2,2,8,0.25,0,2,0,5,6,0.833,0,1,1,0,0,0,2,3,9,-0.5,9.25,8.2,2.5,203
D'Angelo Russell,19-247,PG,10/28/2015,LAL,,MIN,L,1,26,2,7,0.286,2,4,0.5,0,3,0,0,0,,2,1,3,2,0,0,3,3,4,-1.2,9.25,7.6,-2.5,203
Brandon Bass,30-181,PF,10/28/2015,LAL,,MIN,L,0,17,1,4,0.25,1,4,0.25,0,0,,0,0,,1,5,6,0,0,0,2,2,2,-1,8.50,7.2,-2.5,203
Marcelo Huertas,32-156,PG,10/28/2015,LAL,,MIN,L,0,13,1,2,0.5,1,1,1,0,1,0,0,0,,1,1,2,2,0,0,1,2,2,1.6,7.00,6.4,-2.5,203
Tayshaun Prince,35-242,SF,10/28/2015,MIN,@,LAL,W,1,15,0,0,,0,0,,0,0,,2,4,0.5,1,1,2,1,0,0,0,2,2,2.1,6.00,5.9,2.5,203
Damjan Rudez,29-133,SF,10/28/2015,MIN,@,LAL,W,0,5,1,1,1,1,1,1,0,0,,0,0,,1,0,1,0,0,0,0,1,2,2,3.25,3.2,2.5,203
Adreian Payne,24-251,PF,10/28/2015,MIN,@,LAL,W,0,4,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0.00,0,2.5,203
Reggie Jackson,25-358,PG,4/8/2016,DET,,WAS,W,1,34,14,20,0.7,10,15,0.667,4,5,0.8,7,7,1,1,3,4,9,0,0,5,3,39,32.3,57,52.3,-6,202.5
Markieff Morris,26-219,PF,4/8/2016,WAS,@,DET,L,1,37,10,20,0.5,8,14,0.571,2,6,0.333,7,9,0.778,2,5,7,0,0,0,0,4,29,19.5,38.75,37.4,6,202.5
Bradley Beal,22-285,SG,4/8/2016,WAS,@,DET,L,1,41,10,22,0.455,8,18,0.444,2,4,0.5,3,6,0.5,1,5,6,3,0,0,6,1,25,10.3,35,30.7,6,202.5
Tobias Harris,23-268,SF,4/8/2016,DET,,WAS,W,1,37,4,9,0.444,1,4,0.25,3,5,0.6,6,6,1,1,8,9,1,0,0,0,3,17,14.9,31.25,29.3,-6,202.5
Marcus Morris,26-219,SF,4/8/2016,DET,,WAS,W,1,38,5,8,0.625,3,4,0.75,2,4,0.5,1,1,1,1,6,7,3,1,0,2,2,13,12.2,28.25,25.9,-6,202.5
Ramon Sessions,29-363,PG,4/8/2016,WAS,@,DET,L,1,32,4,8,0.5,4,7,0.571,0,1,0,4,4,1,0,1,1,6,1,0,2,2,12,10.7,23.25,22.2,6,202.5
Andre Drummond,22-242,C,4/8/2016,DET,,WAS,W,1,26,3,10,0.3,3,10,0.3,0,0,,2,5,0.4,1,5,6,1,3,0,0,3,8,5.7,23,22.7,-6,202.5
Nene Hilario,33-208,PF,4/8/2016,WAS,@,DET,L,0,21,5,9,0.556,5,9,0.556,0,0,,3,4,0.75,2,2,4,2,1,0,1,4,13,10.1,22.5,21.8,6,202.5
Kentavious Caldwell-Pope,23-050,SG,4/8/2016,DET,,WAS,W,1,37,6,11,0.545,4,6,0.667,2,5,0.4,0,0,,1,3,4,0,1,0,2,3,14,8.1,21,18.8,-6,202.5
Aron Baynes,29-121,C,4/8/2016,DET,,WAS,W,0,22,1,4,0.25,1,4,0.25,0,0,,10,10,1,0,5,5,0,0,1,0,1,12,11.4,20.25,20,-6,202.5
Marcin Gortat,32-051,C,4/8/2016,WAS,@,DET,L,1,26,4,9,0.444,4,9,0.444,0,0,,0,0,,2,2,4,3,0,0,3,5,8,2.4,16,14.3,6,202.5
Otto Porter,22-310,SF,4/8/2016,WAS,@,DET,L,1,31,1,5,0.2,0,4,0,1,1,1,0,0,,4,4,8,0,1,0,0,1,3,4.5,15.5,14.6,6,202.5
Jared Dudley,30-273,SF,4/8/2016,WAS,@,DET,L,0,12,3,4,0.75,2,3,0.667,1,1,1,0,0,,0,2,2,2,0,0,0,4,7,5.8,13,12.4,6,202.5
Garrett Temple,29-336,SG,4/8/2016,WAS,@,DET,L,0,21,1,6,0.167,1,3,0.333,0,3,0,0,0,,0,3,3,2,1,1,0,1,2,1.8,12.75,12.6,6,202.5
Steve Blake,36-042,PG,4/8/2016,DET,,WAS,W,0,14,2,8,0.25,0,2,0,2,6,0.333,0,0,,0,2,2,2,0,0,1,0,6,2.2,12,10.4,-6,202.5
Anthony Tolliver,30-312,PF,4/8/2016,DET,,WAS,W,0,11,1,5,0.2,0,0,,1,5,0.2,0,0,,1,1,2,0,0,1,1,1,3,0.2,7.5,6.4,-6,202.5
Reggie Bullock,25-023,SF,4/8/2016,DET,,WAS,W,0,20,0,2,0,0,0,,0,2,0,0,0,,1,4,5,1,0,0,1,2,0,-0.6,7.25,6.5,-6,202.5
Alan Anderson,33-175,SG,4/8/2016,WAS,@,DET,L,0,19,0,3,0,0,0,,0,3,0,0,0,,0,1,1,1,1,0,0,1,0,-0.5,4.75,4.7,6,202.5
Giannis Antetokounmpo,21-119,SF,4/3/2016,MIL,,CHI,L,1,43,14,22,0.636,13,21,0.619,1,1,1,5,7,0.714,0,5,5,9,1,1,4,4,34,27.3,56.25,53.5,-1.5,202.5
Jimmy Butler,26-202,SG,4/3/2016,CHI,@,MIL,W,1,38,10,11,0.909,9,9,1,1,2,0.5,4,4,1,1,4,5,8,1,1,2,1,25,28.1,46.75,45,1.5,202.5
Jabari Parker,21-019,PF,4/3/2016,MIL,,CHI,L,1,44,9,21,0.429,9,19,0.474,0,2,0,6,6,1,6,5,11,3,1,0,4,3,24,16.5,43.75,39.7,-1.5,202.5
Pau Gasol,35-272,C,4/3/2016,CHI,@,MIL,W,1,34,7,11,0.636,6,7,0.857,1,4,0.25,1,2,0.5,0,8,8,8,1,2,2,2,16,18.3,43.5,41.6,1.5,202.5
Nikola Mirotic,25-052,PF,4/3/2016,CHI,@,MIL,W,0,35,6,15,0.4,3,6,0.5,3,9,0.333,4,4,1,0,6,6,3,0,0,1,3,19,12.6,32,29.7,1.5,202.5
Tyler Ennis,21-223,PG,4/3/2016,MIL,,CHI,L,0,31,3,7,0.429,3,6,0.5,0,1,0,1,1,1,0,4,4,8,2,0,4,3,7,6.9,26,23.8,-1.5,202.5
Greg Monroe,25-304,C,4/3/2016,MIL,,CHI,L,1,23,4,11,0.364,4,11,0.364,0,0,,3,4,0.75,2,3,5,3,0,1,1,1,11,8.2,23.25,22.5,-1.5,202.5
Miles Plumlee,27-215,C,4/3/2016,MIL,,CHI,L,0,25,5,11,0.455,5,11,0.455,0,0,,1,2,0.5,5,3,8,0,0,1,0,0,11,10,23,22.6,-1.5,202.5
Justin Holiday,26-364,SG,4/3/2016,CHI,@,MIL,W,0,25,2,8,0.25,2,5,0.4,0,3,0,1,2,0.5,1,4,5,4,2,0,1,1,5,5.1,20.75,20,1.5,202.5
Rashad Vaughn,19-231,SG,4/3/2016,MIL,,CHI,L,1,29,3,6,0.5,2,4,0.5,1,2,0.5,0,0,,0,4,4,2,0,2,0,2,7,7.2,19.5,18.8,-1.5,202.5
E'Twaun Moore,27-035,SG,4/3/2016,CHI,@,MIL,W,1,27,3,7,0.429,3,6,0.5,0,1,0,0,0,,0,2,2,3,3,0,1,1,6,6.6,18.5,17.9,1.5,202.5
Johnny O'Bryant,22-307,PF,4/3/2016,MIL,,CHI,L,0,21,2,2,1,2,2,1,0,0,,0,0,,2,3,5,1,1,1,0,3,4,6.9,15.75,15.5,-1.5,202.5
Mike Dunleavy,35-201,SF,4/3/2016,CHI,@,MIL,W,1,18,2,4,0.5,0,0,,2,4,0.5,3,6,0.5,0,1,1,0,1,1,0,3,9,6.6,15.25,14.2,1.5,202.5
Cristiano Felicio,23-271,C,4/3/2016,CHI,@,MIL,W,0,14,1,5,0.2,1,5,0.2,0,0,,2,2,1,4,1,5,1,1,0,2,1,4,3.3,12.75,11.5,1.5,202.5
Aaron Brooks,31-080,PG,4/3/2016,CHI,@,MIL,W,0,19,3,4,0.75,3,3,1,0,1,0,1,1,1,0,0,0,2,1,0,2,1,7,5.4,11,10,1.5,202.5
Doug McDermott,24-091,SF,4/3/2016,CHI,@,MIL,W,0,17,3,5,0.6,3,4,0.75,0,1,0,1,1,1,0,1,1,0,0,0,0,2,7,4.2,8.25,8.2,1.5,202.5
Bobby Portis,21-053,PF,4/3/2016,CHI,@,MIL,W,1,13,2,4,0.5,2,3,0.667,0,1,0,0,0,,0,1,1,1,0,0,0,1,4,2.6,6.75,6.7,1.5,202.5
Damien Inglis,20-319,SF,4/3/2016,MIL,,CHI,L,1,9,0,1,0,0,1,0,0,0,,0,0,,0,1,1,1,1,0,1,0,0,0.3,4.25,3.7,-1.5,202.5
John Henson,25-097,PF,4/3/2016,MIL,,CHI,L,0,9,0,2,0,0,2,0,0,0,,0,0,,0,1,1,0,0,1,0,1,0,-0.8,3.25,3.2,-1.5,202.5
Greivis Vasquez,29-078,PG,4/3/2016,MIL,,CHI,L,0,6,0,2,0,0,1,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,-0.7,1.5,1.5,-1.5,202.5
Myles Turner,20-000,C,3/24/2016,IND,,NOP,W,1,33,11,17,0.647,11,17,0.647,0,0,,2,2,1,1,15,16,1,0,3,3,1,24,21.1,51.5,47.7,-14,202.5
Alexis Ajinca,27-323,C,3/24/2016,NOP,@,IND,L,1,36,10,20,0.5,10,20,0.5,0,0,,2,2,1,2,7,9,2,1,0,5,4,22,11.3,35.75,32.8,14,202.5
Toney Douglas,30-008,PG,3/24/2016,NOP,@,IND,L,1,29,5,13,0.385,4,8,0.5,1,5,0.2,2,2,1,1,4,5,3,3,0,1,4,13,10.3,29.75,28.5,14,202.5
Tim Frazier,25-144,PG,3/24/2016,NOP,@,IND,L,0,29,7,11,0.636,6,10,0.6,1,1,1,3,3,1,2,3,5,5,0,0,6,2,18,12.1,29.25,25.5,14,202.5
Monta Ellis,30-150,SG,3/24/2016,IND,,NOP,W,1,32,3,12,0.25,2,9,0.222,1,3,0.333,2,2,1,0,4,4,4,3,1,1,2,9,7.7,28,26.8,-14,202.5
Paul George,25-327,SF,3/24/2016,IND,,NOP,W,1,20,6,9,0.667,5,6,0.833,1,3,0.333,2,3,0.667,0,4,4,2,1,1,1,0,15,14,27,25.8,-14,202.5
C.J. Miles,28-341,SF,3/24/2016,IND,,NOP,W,0,26,7,14,0.5,4,6,0.667,3,8,0.375,2,2,1,0,3,3,1,0,0,1,2,19,11.8,25.25,23.1,-14,202.5
George Hill,29-325,PG,3/24/2016,IND,,NOP,W,1,33,2,6,0.333,0,1,0,2,5,0.4,0,0,,0,4,4,8,0,1,5,2,6,4.3,23.5,19.8,-14,202.5
Alonzo Gee,28-300,SF,3/24/2016,NOP,@,IND,L,1,41,7,13,0.538,6,10,0.6,1,3,0.333,2,3,0.667,1,2,3,1,0,0,1,0,17,11.3,22.25,21.1,14,202.5
Omer Asik,29-264,C,3/24/2016,NOP,@,IND,L,1,24,1,4,0.25,1,4,0.25,0,0,,0,2,0,1,14,15,0,0,0,1,1,2,2.3,20.25,19,14,202.5
Dante Cunningham,28-337,SF,3/24/2016,NOP,@,IND,L,1,38,4,13,0.308,3,8,0.375,1,5,0.2,0,0,,1,1,2,1,2,0,0,1,9,4.8,17.5,16.9,14,202.5
Ian Mahinmi,29-140,C,3/24/2016,IND,,NOP,W,1,30,1,4,0.25,1,4,0.25,0,0,,1,2,0.5,1,2,3,2,2,0,0,2,3,4.1,13.75,13.6,-14,202.5
Ty Lawson,28-142,PG,3/24/2016,IND,,NOP,W,0,15,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,1,1,2,3,0,1,0,4,4.3,13.75,13.2,-14,202.5
Jordan Hill,28-241,PF,3/24/2016,IND,,NOP,W,0,15,2,6,0.333,2,6,0.333,0,0,,0,0,,1,3,4,2,1,0,1,1,4,3.2,13.5,12.8,-14,202.5
Rodney Stuckey,29-338,SG,3/24/2016,IND,,NOP,W,0,18,2,5,0.4,2,5,0.4,0,0,,4,4,1,0,0,0,2,0,0,0,1,8,6.3,11,11,-14,202.5
Kendrick Perkins,31-135,C,3/24/2016,NOP,@,IND,L,0,19,0,3,0,0,3,0,0,0,,1,2,0.5,1,4,5,2,0,0,0,2,1,1,10.25,10,14,202.5
Luke Babbitt,26-278,SF,3/24/2016,NOP,@,IND,L,0,24,1,8,0.125,1,5,0.2,0,3,0,0,0,,0,3,3,1,1,0,2,2,2,-3.4,8.25,7.1,14,202.5
Lavoy Allen,27-049,C,3/24/2016,IND,,NOP,W,0,9,0,0,,0,0,,0,0,,0,0,,0,3,3,2,0,0,0,0,0,2.3,6.75,6.6,-14,202.5
Solomon Hill,25-006,SF,3/24/2016,IND,,NOP,W,0,9,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,0.2,2.5,2.4,-14,202.5
Julius Randle,21-114,PF,3/22/2016,LAL,,MEM,W,1,34,6,8,0.75,6,8,0.75,0,0,,1,1,1,2,12,14,5,1,3,2,4,13,17.8,46.5,43.3,3,202.5
Tony Allen,34-071,SF,3/22/2016,MEM,@,LAL,L,1,31,12,12,1,12,12,1,0,0,,3,5,0.6,0,4,4,5,1,0,5,4,27,21.7,39,36.3,-3,202.5
Zach Randolph,34-250,PF,3/22/2016,MEM,@,LAL,L,1,38,7,17,0.412,7,17,0.412,0,0,,2,4,0.5,3,3,6,5,3,1,2,4,16,12.7,38,36.7,-3,202.5
Jordan Clarkson,23-289,PG,3/22/2016,LAL,,MEM,W,1,33,8,13,0.615,6,10,0.6,2,3,0.667,4,4,1,2,3,5,1,2,0,3,2,22,17.3,33.25,30.5,3,202.5
Brandon Bass,30-327,PF,3/22/2016,LAL,,MEM,W,0,27,7,10,0.7,7,9,0.778,0,1,0,4,4,1,2,4,6,1,2,0,2,1,18,16.7,30,28.7,3,202.5
Kobe Bryant,37-212,SG,3/22/2016,LAL,,MEM,W,1,30,7,18,0.389,5,13,0.385,2,5,0.4,4,4,1,0,2,2,1,1,1,4,4,20,7.6,27,23.9,3,202.5
Lance Stephenson,25-199,SF,3/22/2016,MEM,@,LAL,L,0,21,5,12,0.417,4,11,0.364,1,1,1,5,5,1,2,4,6,0,2,0,2,1,16,11.8,27,25.2,-3,202.5
Jordan Farmar,29-113,#N/A,3/22/2016,MEM,@,LAL,L,0,31,2,9,0.222,0,3,0,2,6,0.333,2,2,1,0,1,1,5,2,0,3,2,8,4.5,20.25,17.7,-3,202.5
Lou Williams,29-147,SG,3/22/2016,LAL,,MEM,W,0,26,3,10,0.3,1,4,0.25,2,6,0.333,5,6,0.833,0,1,1,2,1,0,1,0,13,8.5,19.75,18.2,3,202.5
Vince Carter,39-056,SG,3/22/2016,MEM,@,LAL,L,0,14,1,5,0.2,0,3,0,1,2,0.5,1,2,0.5,4,3,7,0,1,0,1,1,4,3.8,14.75,13.4,-3,202.5
Matt Barnes,36-013,SF,3/22/2016,MEM,@,LAL,L,1,32,4,10,0.4,4,7,0.571,0,3,0,1,2,0.5,0,0,0,3,0,1,2,2,9,3.2,14.5,13.5,-3,202.5
D'Angelo Russell,20-028,PG,3/22/2016,LAL,,MEM,W,1,22,5,10,0.5,5,8,0.625,0,2,0,1,1,1,1,1,2,0,1,0,3,1,11,4.6,14,12.4,3,202.5
JaMychal Green,25-275,PF,3/22/2016,MEM,@,LAL,L,0,20,3,5,0.6,3,4,0.75,0,1,0,0,0,,2,0,2,2,1,0,0,5,6,5.5,13.5,13.4,-3,202.5
Marcelo Huertas,32-302,PG,3/22/2016,LAL,,MEM,W,0,19,1,2,0.5,1,1,1,0,1,0,2,2,1,0,0,0,7,0,0,2,1,4,5.5,13.5,12.5,3,202.5
Chris Andersen,37-259,C,3/22/2016,MEM,@,LAL,L,1,16,4,5,0.8,4,5,0.8,0,0,,0,0,,1,2,3,0,0,0,0,0,8,7.4,11.75,11.6,-3,202.5
Tarik Black,24-121,C,3/22/2016,LAL,,MEM,W,0,14,0,0,,0,0,,0,0,,0,0,,1,4,5,3,1,0,2,3,0,1.8,11.75,10.5,3,202.5
Jarell Martin,21-303,PF,3/22/2016,MEM,@,LAL,L,0,12,2,3,0.667,2,3,0.667,0,0,,2,3,0.667,1,1,2,0,2,0,2,3,6,4.1,11.5,10.4,-3,202.5
Roy Hibbert,29-102,C,3/22/2016,LAL,,MEM,W,1,21,1,2,0.5,1,2,0.5,0,0,,2,2,1,3,1,4,1,0,0,0,3,4,4.9,10.5,10.3,3,202.5
Metta World Peace,36-130,SF,3/22/2016,LAL,,MEM,W,0,13,1,4,0.25,1,3,0.333,0,1,0,0,0,,0,1,1,0,1,0,1,4,2,-1.7,4.75,4.2,3,202.5
Ray McCallum,24-284,PG,3/22/2016,MEM,@,LAL,L,1,17,0,2,0,0,0,,0,2,0,0,0,,0,0,0,3,0,0,1,2,0,-1.1,4,3.5,-3,202.5
Ryan Hollins,31-164,C,3/22/2016,MEM,@,LAL,L,0,4,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,1,1,0,-0.8,2,1.4,-3,202.5
Xavier Munford,23-295,#N/A,3/22/2016,MEM,@,LAL,L,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,1,0,-0.4,1.5,1,-3,202.5
Zach Randolph,34-249,PF,3/21/2016,MEM,@,PHO,W,1,30,7,15,0.467,7,15,0.467,0,0,,0,0,,0,13,13,2,1,1,2,2,14,10.5,37.75,34.6,-3,202.5
Jon Leuer,26-312,PF,3/21/2016,PHO,,MEM,L,0,32,5,11,0.455,4,9,0.444,1,2,0.5,2,5,0.4,4,9,13,0,0,3,2,4,13,10.1,36.25,32.6,3,202.5
P.J. Tucker,30-321,SF,3/21/2016,PHO,,MEM,L,1,37,4,9,0.444,3,6,0.5,1,3,0.333,6,7,0.857,2,2,4,2,4,2,3,1,15,15.3,34,31.8,3,202.5
Brandon Knight,24-110,PG,3/21/2016,PHO,,MEM,L,1,35,4,17,0.235,1,9,0.111,3,8,0.375,2,2,1,0,6,6,7,1,0,2,3,13,7.2,33.5,30.7,3,202.5
Matt Barnes,36-012,SF,3/21/2016,MEM,@,PHO,W,1,35,4,11,0.364,2,8,0.25,2,3,0.667,2,3,0.667,1,8,9,3,1,2,4,4,12,7.5,32.75,29.3,-3,202.5
Devin Booker,19-143,SG,3/21/2016,PHO,,MEM,L,1,33,5,13,0.385,3,5,0.6,2,8,0.25,6,8,0.75,1,3,4,2,0,0,2,5,18,9.1,26,23.8,3,202.5
Tony Allen,34-070,SF,3/21/2016,MEM,@,PHO,W,1,28,4,11,0.364,4,11,0.364,0,0,,4,4,1,3,1,4,2,2,1,2,2,12,9.6,25,23.8,-3,202.5
Ray McCallum,24-283,PG,3/21/2016,MEM,@,PHO,W,1,25,3,10,0.3,2,7,0.286,1,3,0.333,2,3,0.667,0,1,1,7,2,0,1,4,9,7.4,24.75,23.7,-3,202.5
Alex Len,22-279,C,3/21/2016,PHO,,MEM,L,1,28,3,8,0.375,3,8,0.375,0,0,,3,4,0.75,1,5,6,2,0,3,3,0,9,6.9,24,22.2,3,202.5
Mirza Teletovic,30-185,SF,3/21/2016,PHO,,MEM,L,0,23,2,8,0.25,2,6,0.333,0,2,0,6,6,1,0,5,5,2,1,1,2,0,10,7.8,22.25,21,3,202.5
Jordan Farmar,29-112,#N/A,3/21/2016,MEM,@,PHO,W,0,23,4,8,0.5,2,4,0.5,2,4,0.5,2,2,1,0,3,3,1,1,0,0,2,12,9.8,20.25,19.1,-3,202.5
John Jenkins,25-015,SG,3/21/2016,PHO,,MEM,L,0,13,3,4,0.75,2,3,0.667,1,1,1,1,2,0.5,0,4,4,4,0,0,1,0,8,9,19,17.8,3,202.5
JaMychal Green,25-274,PF,3/21/2016,MEM,@,PHO,W,0,22,3,12,0.25,3,11,0.273,0,1,0,0,0,,3,4,7,1,1,0,0,1,6,3.4,18.25,17.9,-3,202.5
Lance Stephenson,25-198,SF,3/21/2016,MEM,@,PHO,W,0,22,6,8,0.75,6,7,0.857,0,1,0,4,4,1,1,1,2,0,0,0,4,2,16,9,16.5,14.4,-3,202.5
