Player,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,DKPts,FDPts,Line,O/U
Joe Harris,SG,11/6/2015,CLE,,PHI,W,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,1.25,1.2,-13.5,196
Kostas Papanikolaou,SF,11/6/2015,DEN,@,GSW,L,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,1.25,1.2,17.5,211
Alonzo Gee,SF,11/6/2015,NOP,,ATL,L,0,4,0,2,0,0,2,0,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-0.7,1.25,1.2,2.5,206
Kevin Seraphin,PF,11/6/2015,NYK,,MIL,L,0,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,1.25,1.2,-1.5,196.5
Brandon Rush,SG,11/6/2015,GSW,,DEN,W,0,2,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0,-17.5,211
Sam Dekker,SF,11/6/2015,HOU,@,SAC,W,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-4,219
K.J. McDaniels,SF,11/6/2015,HOU,@,SAC,W,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-4,219
Christian Wood,PF,11/6/2015,PHI,@,CLE,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13.5,196
Andrea Bargnani,C,11/6/2015,BRK,,LAL,L,0,10,0,2,0,0,2,0,0,0,,0,0,,0,0,0,0,0,0,1,4,0,-4,-0.5,-1,-3,207.5
Kevin Durant,SF,11/5/2015,OKC,@,CHI,L,1,41,13,29,0.448,10,23,0.435,3,6,0.5,4,5,0.8,0,6,6,5,0,2,3,2,33,20.4,52,48.7,1,212.5
Russell Westbrook,PG,11/5/2015,OKC,@,CHI,L,1,39,7,18,0.389,7,16,0.438,0,2,0,6,6,1,2,6,8,10,1,0,2,2,20,18.6,46,44.6,1,212.5
Derrick Rose,PG,11/5/2015,CHI,,OKC,W,1,37,12,25,0.48,12,24,0.5,0,1,0,5,6,0.833,1,4,5,7,0,0,2,1,29,20.3,44.75,43.5,-1,212.5
Al Jefferson,C,11/5/2015,CHO,@,DAL,W,1,27,15,18,0.833,15,18,0.833,0,0,,1,1,1,3,6,9,1,0,1,2,3,31,26.5,44.75,43.3,4,201
Jimmy Butler,SG,11/5/2015,CHI,,OKC,W,1,38,8,20,0.4,4,15,0.267,4,5,0.8,6,6,1,1,3,4,2,1,2,0,4,26,19,42,39.8,-1,212.5
Dwyane Wade,SG,11/5/2015,MIA,@,MIN,W,1,31,11,19,0.579,10,17,0.588,1,2,0.5,2,5,0.4,1,4,5,2,3,0,2,1,25,18.8,39.75,38,-4.5,197
Damian Lillard,PG,11/5/2015,POR,,MEM,W,1,33,9,18,0.5,2,7,0.286,7,11,0.636,2,2,1,1,0,1,5,0,1,0,0,27,22.9,41.25,37.7,4.5,192
Marvin Williams,PF,11/5/2015,CHO,@,DAL,W,1,32,6,11,0.545,3,6,0.5,3,5,0.6,2,3,0.667,2,10,12,2,0,1,1,3,17,15.6,38,35.4,4,201
Rudy Gobert,C,11/5/2015,UTA,@,DEN,W,1,35,2,8,0.25,2,8,0.25,0,0,,4,10,0.4,4,12,16,2,0,3,1,2,8,8.9,36.5,35.2,-3,190.5
Chris Bosh,PF,11/5/2015,MIA,@,MIN,W,1,28,5,11,0.455,4,9,0.444,1,2,0.5,5,6,0.833,0,12,12,2,1,0,1,1,16,14.5,36,34.4,-4.5,197
Zaza Pachulia,C,11/5/2015,DAL,,CHO,L,1,26,4,6,0.667,4,6,0.667,0,0,,6,6,1,2,8,10,2,2,1,2,1,14,16.9,34.5,33,-4,201
C.J. McCollum,PG,11/5/2015,POR,,MEM,W,1,30,7,18,0.389,3,12,0.25,4,6,0.667,2,3,0.667,2,2,4,5,0,0,1,2,20,13.5,34,31.3,4.5,192
Trevor Booker,PF,11/5/2015,UTA,@,DEN,W,0,28,6,9,0.667,5,8,0.625,1,1,1,0,0,,4,5,9,3,1,1,1,3,13,15,32.75,31.3,-3,190.5
Al-Farouq Aminu,SF,11/5/2015,POR,,MEM,W,1,33,4,11,0.364,3,7,0.429,1,4,0.25,2,4,0.5,2,8,10,5,1,0,2,4,11,8.8,32.5,30.5,4.5,192
Dwight Powell,PF,11/5/2015,DAL,,CHO,L,0,23,6,12,0.5,6,12,0.5,0,0,,2,4,0.5,2,7,9,1,1,1,0,2,14,12.3,30.75,30.3,-4,201
Gordon Hayward,SF,11/5/2015,UTA,@,DEN,W,1,34,7,13,0.538,5,8,0.625,2,5,0.4,4,4,1,0,3,3,3,1,0,0,2,20,16.9,31.25,30.1,-3,190.5
Pau Gasol,PF,11/5/2015,CHI,,OKC,W,1,32,5,12,0.417,5,12,0.417,0,0,,1,4,0.25,3,7,10,2,1,1,0,1,11,10.3,30.5,30,-1,212.5
Zach Randolph,PF,11/5/2015,MEM,@,POR,L,1,33,8,12,0.667,8,12,0.667,0,0,,0,0,,2,8,10,2,1,0,3,1,16,13.6,32,30,-4.5,192
Danilo Gallinari,SF,11/5/2015,DEN,,UTA,L,1,37,6,12,0.5,6,10,0.6,0,2,0,6,9,0.667,2,3,5,1,0,2,0,2,18,14.4,29.75,29.5,3,190.5
Mason Plumlee,C,11/5/2015,POR,,MEM,W,1,22,4,6,0.667,4,6,0.667,0,0,,0,2,0,5,7,12,3,1,0,0,4,8,11.7,29.5,28.9,4.5,192
Serge Ibaka,PF,11/5/2015,OKC,@,CHI,L,1,40,8,14,0.571,7,13,0.538,1,1,1,0,2,0,1,5,6,1,0,2,1,2,17,12.1,30,28.7,1,212.5
Marc Gasol,C,11/5/2015,MEM,@,POR,L,1,28,4,13,0.308,4,13,0.308,0,0,,7,10,0.7,1,4,5,3,0,2,1,2,15,9.9,29.25,28.5,-4.5,192
Kemba Walker,PG,11/5/2015,CHO,@,DAL,W,1,30,4,11,0.364,3,6,0.5,1,5,0.2,5,6,0.833,0,2,2,7,1,0,1,2,14,12.2,29,27.9,4,201
Nicolas Batum,SF,11/5/2015,CHO,@,DAL,W,1,34,3,10,0.3,3,5,0.6,0,5,0,2,2,1,1,6,7,4,2,1,1,1,8,8.8,28.25,27.4,4,201
Deron Williams,PG,11/5/2015,DAL,,CHO,L,1,28,6,10,0.6,6,8,0.75,0,2,0,3,3,1,0,3,3,5,1,0,1,3,15,13.6,27.75,27.1,-4,201
Alec Burks,SG,11/5/2015,UTA,@,DEN,W,0,31,5,12,0.417,4,10,0.4,1,2,0.5,1,1,1,0,3,3,8,1,0,3,4,12,8.5,28.75,26.6,-3,190.5
Kenneth Faried,PF,11/5/2015,DEN,,UTA,L,1,30,4,8,0.5,4,8,0.5,0,0,,1,2,0.5,2,8,10,2,0,0,0,4,9,8.2,24.5,24,3,190.5
Hassan Whiteside,C,11/5/2015,MIA,@,MIN,W,1,30,5,9,0.556,5,9,0.556,0,0,,2,2,1,1,8,9,0,0,4,7,5,12,4.6,27.75,23.8,-4.5,197
Shabazz Muhammad,SF,11/5/2015,MIN,,MIA,L,0,23,5,10,0.5,5,9,0.556,0,1,0,4,5,0.8,4,2,6,1,0,1,1,2,14,11.6,24.5,23.7,4.5,197
Enes Kanter,C,11/5/2015,OKC,@,CHI,L,0,22,3,7,0.429,3,7,0.429,0,0,,5,5,1,4,4,8,1,0,1,1,3,11,10.5,24,23.1,1,212.5
Meyers Leonard,C,11/5/2015,POR,,MEM,W,1,27,5,7,0.714,4,4,1,1,3,0.333,3,3,1,1,4,5,2,0,0,0,5,14,12.4,23.75,23,4.5,192
Goran Dragic,PG,11/5/2015,MIA,@,MIN,W,1,33,7,12,0.583,6,9,0.667,1,3,0.333,3,4,0.75,2,1,3,2,0,0,2,1,18,12.7,24.25,22.6,-4.5,197
Courtney Lee,SG,11/5/2015,MEM,@,POR,L,1,30,6,10,0.6,3,4,0.75,3,6,0.5,3,4,0.75,1,1,2,0,1,0,0,0,18,15,24,22.4,-4.5,192
Taj Gibson,PF,11/5/2015,CHI,,OKC,W,0,22,4,5,0.8,4,5,0.8,0,0,,1,1,1,0,4,4,3,0,2,0,2,9,11,22.5,22.3,-1,212.5
Will Barton,SG,11/5/2015,DEN,,UTA,L,0,20,3,7,0.429,3,5,0.6,0,2,0,6,6,1,1,3,4,1,1,1,0,1,12,11.9,22.5,22.3,3,190.5
Dirk Nowitzki,PF,11/5/2015,DAL,,CHO,L,1,28,4,12,0.333,4,9,0.444,0,3,0,6,6,1,1,5,6,0,0,0,0,1,14,9,21.5,21.2,-4,201
Jeremy Lamb,SG,11/5/2015,CHO,@,DAL,W,0,24,7,11,0.636,5,7,0.714,2,4,0.5,0,0,,2,2,4,0,0,0,0,2,16,12.3,22,20.8,4,201
Ricky Rubio,PG,11/5/2015,MIN,,MIA,L,1,24,2,6,0.333,2,6,0.333,0,0,,5,5,1,0,1,1,5,3,0,3,0,9,9.4,22.25,20.7,4.5,197
Cody Zeller,PF,11/5/2015,CHO,@,DAL,W,0,19,4,6,0.667,4,6,0.667,0,0,,3,4,0.75,0,3,3,0,2,1,0,3,11,10.4,20.75,20.6,4,201
Ed Davis,PF,11/5/2015,POR,,MEM,W,0,23,4,5,0.8,4,5,0.8,0,0,,1,3,0.333,1,7,8,2,0,0,1,1,9,9.1,21.5,20.6,4.5,192
Gorgui Dieng,C,11/5/2015,MIN,,MIA,L,0,26,4,8,0.5,4,8,0.5,0,0,,2,2,1,1,5,6,0,2,1,3,3,10,6.7,22,20.2,4.5,197
Maurice Harkless,SF,11/5/2015,POR,,MEM,W,0,25,4,7,0.571,4,5,0.8,0,2,0,2,3,0.667,2,1,3,4,0,0,0,1,10,10.4,19.75,19.6,4.5,192
Joakim Noah,C,11/5/2015,CHI,,OKC,W,0,26,2,5,0.4,2,5,0.4,0,0,,0,0,,4,3,7,4,0,1,1,4,4,5.9,20.25,19.4,-1,212.5
Luol Deng,SF,11/5/2015,MIA,@,MIN,W,1,28,4,12,0.333,4,9,0.444,0,3,0,2,3,0.667,1,3,4,1,1,1,1,2,10,5,20,19.3,-4.5,197
Andrew Wiggins,SF,11/5/2015,MIN,,MIA,L,1,31,5,18,0.278,4,15,0.267,1,3,0.333,1,2,0.5,3,1,4,0,1,0,0,1,12,4,19.5,18.8,4.5,197
Steven Adams,C,11/5/2015,OKC,@,CHI,L,1,25,3,4,0.75,3,4,0.75,0,0,,0,0,,0,6,6,1,0,2,0,1,6,7.9,19,18.7,1,212.5
Karl-Anthony Towns,C,11/5/2015,MIN,,MIA,L,1,22,3,13,0.231,3,13,0.231,0,0,,0,0,,0,4,4,1,0,3,0,3,6,0.9,18.5,18.3,4.5,197
Beno Udrih,PG,11/5/2015,MEM,@,POR,L,0,16,4,5,0.8,3,4,0.75,1,1,1,0,0,,0,0,0,6,0,0,0,2,9,10.5,18.5,18,-4.5,192
Emmanuel Mudiay,PG,11/5/2015,DEN,,UTA,L,1,30,2,8,0.25,1,5,0.2,1,3,0.333,3,4,0.75,1,6,7,3,0,0,3,2,8,3.6,20.25,17.9,3,190.5
Adreian Payne,PF,11/5/2015,MIN,,MIA,L,0,13,3,4,0.75,2,3,0.667,1,1,1,2,2,1,1,5,6,1,0,1,2,5,9,7,19.5,17.7,4.5,197
Allen Crabbe,SG,11/5/2015,POR,,MEM,W,0,21,5,7,0.714,4,6,0.667,1,1,1,0,0,,0,1,1,3,1,0,1,1,11,10.1,18.75,17.7,4.5,192
Matt Barnes,SF,11/5/2015,MEM,@,POR,L,0,24,2,6,0.333,1,2,0.5,1,4,0.25,0,0,,1,4,5,3,0,1,0,3,5,5.1,18.25,17.5,-4.5,192
Nemanja Bjelica,PF,11/5/2015,MIN,,MIA,L,0,24,2,7,0.286,1,3,0.333,1,4,0.25,0,0,,1,6,7,3,0,0,1,1,5,4.1,18.25,16.9,4.5,197
Justise Winslow,SF,11/5/2015,MIA,@,MIN,W,0,36,3,7,0.429,3,5,0.6,0,2,0,1,1,1,1,2,3,2,1,1,1,1,7,6.3,17.25,16.6,-4.5,197
Tyler Johnson,SG,11/5/2015,MIA,@,MIN,W,0,25,2,4,0.5,1,2,0.5,1,2,0.5,3,4,0.75,1,3,4,3,0,0,1,5,8,6.3,17.5,16.3,-4.5,197
Rodney Hood,SF,11/5/2015,UTA,@,DEN,W,1,23,3,7,0.429,1,2,0.5,2,5,0.4,0,0,,0,1,1,4,0,1,1,4,8,5.5,17.75,16.2,-3,190.5
J.J. Barea,PG,11/5/2015,DAL,,CHO,L,0,21,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,0,0,0,6,0,0,1,0,8,8.2,17.5,16,-4,201
J.J. Hickson,PF,11/5/2015,DEN,,UTA,L,1,25,4,9,0.444,4,9,0.444,0,0,,0,4,0,2,5,7,1,0,1,4,2,8,1.2,18.25,15.9,3,190.5
Kevin Martin,SG,11/5/2015,MIN,,MIA,L,0,27,4,10,0.4,4,8,0.5,0,2,0,6,6,1,0,3,3,0,0,0,2,5,14,5.5,16.75,15.6,4.5,197
Charlie Villanueva,PF,11/5/2015,DAL,,CHO,L,0,13,3,8,0.375,2,3,0.667,1,5,0.2,0,0,,1,6,7,0,1,0,2,1,7,3.7,17.25,15.4,-4,201
Randy Foye,PG,11/5/2015,DEN,,UTA,L,0,17,3,9,0.333,0,1,0,3,8,0.375,2,2,1,0,2,2,1,0,0,0,0,11,7.2,16.5,14.9,3,190.5
Trey Burke,PG,11/5/2015,UTA,@,DEN,W,0,20,4,12,0.333,2,7,0.286,2,5,0.4,2,2,1,0,2,2,1,1,0,3,4,12,2.9,17.5,14.9,-3,190.5
JaMychal Green,PF,11/5/2015,MEM,@,POR,L,0,10,3,4,0.75,1,2,0.5,2,2,1,0,0,,0,3,3,0,1,0,0,1,8,7.9,14.75,13.6,-4.5,192
Joe Ingles,SG,11/5/2015,UTA,@,DEN,W,0,26,3,5,0.6,1,2,0.5,2,3,0.667,0,0,,0,2,2,2,0,0,0,0,8,7.7,14.5,13.4,-3,190.5
Jeremy Lin,PG,11/5/2015,CHO,@,DAL,W,0,17,3,8,0.375,3,5,0.6,0,3,0,1,1,1,0,1,1,2,2,1,4,2,7,2.2,15.25,13.2,4,201
Wesley Matthews,SG,11/5/2015,DAL,,CHO,L,1,26,2,9,0.222,0,2,0,2,7,0.286,5,6,0.833,0,1,1,0,1,0,1,1,11,5,14.75,13.2,-4,201
Brandan Wright,PF,11/5/2015,MEM,@,POR,L,0,18,2,4,0.5,2,4,0.5,0,0,,2,3,0.667,1,3,4,0,0,1,0,1,6,5.5,13,12.8,-4.5,192
Darrell Arthur,PF,11/5/2015,DEN,,UTA,L,0,14,1,5,0.2,1,4,0.25,0,1,0,0,0,,2,2,4,1,2,0,0,2,2,2.8,12.5,12.3,3,190.5
Mike Conley,PG,11/5/2015,MEM,@,POR,L,1,31,2,8,0.25,2,6,0.333,0,2,0,3,4,0.75,0,2,2,3,0,0,2,0,7,2.5,13,11.9,-4.5,192
Tony Snell,SG,11/5/2015,CHI,,OKC,W,0,11,1,4,0.25,0,1,0,1,3,0.333,2,2,1,0,5,5,1,0,0,1,1,5,3.4,12.75,11.5,-1,212.5
Aaron Brooks,PG,11/5/2015,CHI,,OKC,W,0,13,4,8,0.5,3,5,0.6,1,3,0.333,0,0,,1,1,2,0,0,0,0,1,9,5.6,12,11.4,-1,212.5
Gary Harris,SG,11/5/2015,DEN,,UTA,L,1,28,3,5,0.6,2,4,0.5,1,1,1,0,0,,0,2,2,2,0,1,3,0,7,4.4,13.5,11.4,3,190.5
Jameer Nelson,PG,11/5/2015,DEN,,UTA,L,0,19,1,4,0.25,1,2,0.5,0,2,0,2,3,0.667,0,1,1,4,1,0,2,0,4,3.3,12.25,11.2,3,190.5
D.J. Augustin,PG,11/5/2015,OKC,@,CHI,L,0,14,1,4,0.25,1,3,0.333,0,1,0,2,2,1,0,3,3,1,0,1,0,0,4,3.9,11.25,11.1,1,212.5
Tony Allen,SF,11/5/2015,MEM,@,POR,L,1,24,3,6,0.5,3,5,0.6,0,1,0,0,0,,0,1,1,1,0,1,0,3,6,3.5,10.75,10.7,-4.5,192
Dion Waiters,SG,11/5/2015,OKC,@,CHI,L,0,27,2,3,0.667,2,3,0.667,0,0,,0,0,,1,4,5,1,0,0,1,3,4,3.1,11.25,10.5,1,212.5
Doug McDermott,SF,11/5/2015,CHI,,OKC,W,1,23,3,5,0.6,2,2,1,1,3,0.333,2,2,1,0,1,1,0,0,0,0,1,9,6.6,10.75,10.2,-1,212.5
E'Twaun Moore,SG,11/5/2015,CHI,,OKC,W,0,22,0,1,0,0,1,0,0,0,,0,0,,0,5,5,0,1,1,0,1,0,2.1,10.25,10,-1,212.5
P.J. Hairston,SF,11/5/2015,CHO,@,DAL,W,1,22,2,5,0.4,2,3,0.667,0,2,0,0,0,,0,3,3,0,1,0,0,4,4,1.6,9.75,9.6,4,201
Nikola Jokic,C,11/5/2015,DEN,,UTA,L,0,18,1,4,0.25,1,4,0.25,0,0,,3,4,0.75,1,2,3,0,0,1,1,1,5,2.8,10.25,9.6,3,190.5
Trey Lyles,PF,11/5/2015,UTA,@,DEN,W,0,7,2,5,0.4,2,5,0.4,0,0,,0,0,,2,1,3,0,1,0,0,3,4,2.8,9.75,9.6,-3,190.5
Jeff Green,SF,11/5/2015,MEM,@,POR,L,0,20,3,8,0.375,3,5,0.6,0,3,0,0,0,,0,2,2,0,1,0,1,1,6,1.8,10,9.4,-4.5,192
Spencer Hawes,C,11/5/2015,CHO,@,DAL,W,0,18,0,4,0,0,2,0,0,2,0,0,0,,0,4,4,3,0,1,2,3,0,-2,10.5,9.3,4,201
Andre Roberson,SG,11/5/2015,OKC,@,CHI,L,1,15,1,3,0.333,0,1,0,1,2,0.5,0,0,,1,1,2,1,1,0,0,2,3,3.2,9.5,8.9,1,212.5
Derrick Favors,PF,11/5/2015,UTA,@,DEN,W,1,15,3,7,0.429,3,7,0.429,0,0,,0,0,,2,1,3,0,0,0,1,1,6,2.6,9.25,8.6,-3,190.5
Raymond Felton,PG,11/5/2015,DAL,,CHO,L,1,24,3,7,0.429,2,4,0.5,1,3,0.333,0,0,,0,2,2,1,0,0,3,3,7,0.4,10,7.9,-4,201
Noah Vonleh,PF,11/5/2015,POR,,MEM,W,0,11,1,4,0.25,1,2,0.5,0,2,0,0,0,,0,3,3,0,0,2,2,1,2,-0.5,8.75,7.6,4.5,192
Raul Neto,PG,11/5/2015,UTA,@,DEN,W,1,13,1,4,0.25,1,2,0.5,0,2,0,0,0,,0,1,1,0,1,1,0,2,2,0.8,7.25,7.2,-3,190.5
Zach LaVine,PG,11/5/2015,MIN,,MIA,L,0,20,1,5,0.2,0,4,0,1,1,1,0,0,,0,2,2,3,0,0,3,3,3,-1.6,9,6.9,4.5,197
Nikola Mirotic,PF,11/5/2015,CHI,,OKC,W,1,16,1,5,0.2,1,2,0.5,0,3,0,0,0,,1,3,4,1,0,0,2,1,2,-1.2,7.5,6.3,-1,212.5
Kevin Garnett,PF,11/5/2015,MIN,,MIA,L,1,11,0,1,0,0,1,0,0,0,,0,0,,0,4,4,1,0,0,0,2,0,0.4,6.5,6.3,4.5,197
John Jenkins,SG,11/5/2015,DAL,,CHO,L,0,4,0,2,0,0,2,0,0,0,,2,2,1,0,2,2,1,0,0,0,0,2,1.9,6,5.9,-4,201
Josh McRoberts,PF,11/5/2015,MIA,@,MIN,W,0,17,0,1,0,0,1,0,0,0,,0,0,,0,2,2,2,0,0,0,1,0,0.9,5.5,5.4,-4.5,197
Chandler Parsons,SF,11/5/2015,DAL,,CHO,L,0,14,1,5,0.2,1,2,0.5,0,3,0,0,0,,1,0,1,0,1,0,0,0,2,0.6,5.25,5.2,-4,201
Andre Miller,PG,11/5/2015,MIN,,MIA,L,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,1.7,3.5,3.5,4.5,197
Tayshaun Prince,SF,11/5/2015,MIN,,MIA,L,1,13,1,3,0.333,1,3,0.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.2,3.25,3.2,4.5,197
Luis Montero,SF,11/5/2015,POR,,MEM,W,0,4,1,1,1,0,0,,1,1,1,0,0,,0,0,0,0,0,0,0,0,3,2.7,3.5,3,4.5,192
Chris Johnson,C,11/5/2015,UTA,@,DEN,W,0,5,1,2,0.5,0,1,0,1,1,1,0,0,,0,0,0,0,0,0,0,1,3,1.6,3.5,3,-3,190.5
Troy Daniels,PG,11/5/2015,CHO,@,DAL,W,0,3,0,2,0,0,1,0,0,1,0,0,0,,0,2,2,0,0,0,0,0,0,-0.8,2.5,2.4,4,201
Jarnell Stokes,PF,11/5/2015,MEM,@,POR,L,0,3,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,0,0,1,2.5,2.4,-4.5,192
Russ Smith,PG,11/5/2015,MEM,@,POR,L,0,4,0,1,0,0,0,,0,1,0,0,0,,0,0,0,2,0,0,1,0,0,-0.3,2.5,2,-4.5,192
Devin Harris,PG,11/5/2015,DAL,,CHO,L,0,20,0,3,0,0,2,0,0,1,0,0,0,,0,1,1,1,1,0,3,1,0,-3.5,3.25,1.7,-4,201
Brian Roberts,PG,11/5/2015,CHO,@,DAL,W,0,6,0,2,0,0,2,0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1.1,1.25,1.2,4,201
Justin Anderson,SF,11/5/2015,DAL,,CHO,L,0,4,0,1,0,0,1,0,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,1.25,1.2,-4,201
Jeremy Evans,SF,11/5/2015,DAL,,CHO,L,0,10,0,1,0,0,0,,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,1.25,1.2,-4,201
Tyler Hansbrough,PF,11/5/2015,CHO,@,DAL,W,0,3,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,0,0,4,201
Frank Kaminsky,C,11/5/2015,CHO,@,DAL,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0,0,4,201
Mike Miller,SG,11/5/2015,DEN,,UTA,L,0,2,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0,3,190.5
Kostas Papanikolaou,SF,11/5/2015,DEN,,UTA,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,190.5
Chris Andersen,C,11/5/2015,MIA,@,MIN,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,197
James Ennis,SG,11/5/2015,MIA,@,MIN,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,197
Anthony Morrow,SG,11/5/2015,OKC,@,CHI,L,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,212.5
Kyle Singler,SF,11/5/2015,OKC,@,CHI,L,0,4,0,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,-1.8,0,0,1,212.5
Tim Frazier,PG,11/5/2015,POR,,MEM,W,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.5,192
Chris Kaman,C,11/5/2015,POR,,MEM,W,0,4,0,2,0,0,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,0,0,4.5,192
Elijah Millsap,SG,11/5/2015,UTA,@,DEN,W,0,1,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0,-3,190.5
Tibor Pleiss,C,11/5/2015,UTA,@,DEN,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-3,190.5
Josh Richardson,SG,11/5/2015,MIA,@,MIN,W,0,7,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-2.5,-0.5,-1,-4.5,197
Damjan Rudez,SF,11/5/2015,MIN,,MIA,L,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,-0.5,-1,4.5,197
Nick Collison,C,11/5/2015,OKC,@,CHI,L,0,9,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,-0.5,-1,1,212.5
Pat Connaughton,SG,11/5/2015,POR,,MEM,W,0,4,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-0.5,-1,4.5,192
Kevin Durant,SF,11/4/2015,OKC,,TOR,L,1,38,10,18,0.556,8,13,0.615,2,5,0.4,5,6,0.833,0,7,7,4,2,3,1,1,27,25.6,52.25,50.4,-8,213
Russell Westbrook,PG,11/4/2015,OKC,,TOR,L,1,35,8,21,0.381,5,12,0.417,3,9,0.333,3,4,0.75,0,5,5,16,2,0,8,4,22,15.2,53.75,48,-8,213
John Wall,PG,11/4/2015,WAS,,SAS,W,1,35,6,16,0.375,5,11,0.455,1,5,0.2,4,5,0.8,0,2,2,13,4,1,1,3,17,20,49,47.9,4,201
Chris Paul,PG,11/4/2015,LAC,@,GSW,L,1,31,9,16,0.563,8,13,0.615,1,3,0.333,5,7,0.714,0,3,3,9,3,0,2,4,24,22.2,46.75,45.1,7.5,218
Stephen Curry,PG,11/4/2015,GSW,,LAC,W,1,33,8,17,0.471,1,6,0.167,7,11,0.636,8,9,0.889,0,5,5,4,1,0,0,3,31,26,48.75,45,-7.5,218
Brook Lopez,C,11/4/2015,BRK,@,ATL,L,1,36,11,16,0.688,11,16,0.688,0,0,,5,7,0.714,5,6,11,3,0,1,2,1,27,25.1,46.25,44.7,7,197.5
Paul George,SF,11/4/2015,IND,,BOS,W,1,31,8,18,0.444,3,7,0.429,5,11,0.455,5,6,0.833,3,7,10,3,2,0,2,4,26,20.9,48.5,44.5,2,207.5
Eric Bledsoe,SG,11/4/2015,PHO,,SAC,W,1,33,8,18,0.444,6,14,0.429,2,4,0.5,1,3,0.333,0,6,6,8,4,1,4,0,19,16.9,47.5,44.2,-9.5,209
Blake Griffin,PF,11/4/2015,LAC,@,GSW,L,1,38,10,21,0.476,10,19,0.526,0,2,0,3,3,1,2,8,10,6,0,1,2,4,23,17.4,45.5,44,7.5,218
Evan Fournier,SG,11/4/2015,ORL,@,HOU,L,1,46,11,21,0.524,8,13,0.615,3,8,0.375,4,5,0.8,1,5,6,4,1,0,1,5,29,21.3,45.5,43.2,9,207.5
Carmelo Anthony,SF,11/4/2015,NYK,@,CLE,L,1,37,6,18,0.333,4,13,0.308,2,5,0.4,3,4,0.75,2,10,12,4,1,2,1,4,17,13.4,44.5,42.4,10.5,205
Bradley Beal,SG,11/4/2015,WAS,,SAS,W,1,36,11,22,0.5,8,14,0.571,3,8,0.375,0,0,,2,3,5,4,3,0,1,3,25,19.9,44.25,42,4,201
Al Horford,C,11/4/2015,ATL,,BRK,W,1,30,8,10,0.8,7,9,0.778,1,1,1,4,4,1,3,5,8,4,0,2,0,0,21,25,41.5,40.6,-7,197.5
LeBron James,SF,11/4/2015,CLE,,NYK,W,1,35,9,23,0.391,8,18,0.444,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,1,23,15,42.75,40.5,-10.5,205
DeMar DeRozan,SG,11/4/2015,TOR,@,OKC,W,1,39,7,18,0.389,7,18,0.389,0,0,,14,15,0.933,1,4,5,3,2,0,2,1,28,21.4,41.75,40.5,8,213
