Name,Team,Position,Dropped,Added,Total,Date,Net
Zach Randolph,MEM ," PF,C",162,1501,1673,2016-12-07,1339
Bismack Biyombo,ORL ," PF,C",611,1009,1627,2016-12-07,398
Tyler Johnson,MIA ," PG,SG",331,1281,1625,2016-12-07,950
Tim Frazier,NO ," PG,SG",760,809,1588,2016-12-07,49
Tyson Chandler,PHO , C,1156,370,1532,2016-12-07,-786
Deron Williams,DAL , PG,181,1260,1450,2016-12-07,1079
Alex Len,PHO ," PF,C",1182,222,1421,2016-12-07,-960
Thabo Sefolosha,ATL ," SG,SF",354,1045,1403,2016-12-07,691
Kyle O'Quinn,NY ," PF,C",344,992,1336,2016-12-07,648
Rondae Hollis-Jefferson,BKN ," SG,SF",1133,199,1335,2016-12-07,-934
Cody Zeller,CHA ," PF,C",751,544,1296,2016-12-07,-207
Nick Young,LAL ," SG,SF",563,704,1271,2016-12-07,141
Nikola Mirotic,CHI ," SF,PF",709,526,1238,2016-12-07,-183
Danny Green,SA ," SG,SF",1076,144,1235,2016-12-07,-932
Monta Ellis,IND ," PG,SG",945,259,1220,2016-12-07,-686
Evan Turner,POR ," SG,SF",498,706,1209,2016-12-07,208
Patrick Beverley,HOU ," PG,SG",296,861,1167,2016-12-07,565
Terrence Jones,NO ," SF,PF",689,451,1150,2016-12-07,-238
Wayne Ellington,MIA ," SG,SF",384,6063,6453,2016-12-08,5679
Troy Daniels,MEM ," PG,SG",5269,349,5627,2016-12-08,-4920
Kyle O'Quinn,NY ," PF,C",230,4151,4382,2016-12-08,3921
Ersan Ilyasova,PHI ," SF,PF",306,3365,3688,2016-12-08,3059
Emmanuel Mudiay,DEN , PG,3100,165,3292,2016-12-08,-2935
Patrick Beverley,HOU ," PG,SG",160,3074,3247,2016-12-08,2914
Andrew Harrison,MEM ," PG,SG",3151,74,3235,2016-12-08,-3077
Jameer Nelson,DEN , PG,426,2724,3153,2016-12-08,2298
Tyler Johnson,MIA ," PG,SG",133,2932,3072,2016-12-08,2799
Marvin Williams,CHA ," SF,PF",287,2587,2878,2016-12-08,2300
Ish Smith,DET , PG,2402,330,2739,2016-12-08,-2072
Kenneth Faried,DEN ," PF,C",2440,129,2596,2016-12-08,-2311
Dwight Powell,DAL ," PF,C",548,1935,2486,2016-12-08,1387
C.J. Miles,IND ," SG,SF",1878,280,2170,2016-12-08,-1598
Frank Kaminsky,CHA ," PF,C",1933,162,2102,2016-12-08,-1771
Patrick Patterson,TOR ," PF,C",682,1387,2075,2016-12-08,705
Lucas Nogueira,TOR ," PF,C",261,1794,2056,2016-12-08,1533
Kent Bazemore,ATL ," SG,SF",1797,114,1931,2016-12-08,-1683
Tim Frazier,NO ," PG,SG",891,940,1849,2016-12-08,49
Nick Young,LAL ," SG,SF",314,1483,1804,2016-12-08,1169
Tyson Chandler,PHO , C,354,1409,1775,2016-12-08,1055
Brandon Jennings,NY , PG,346,1413,1763,2016-12-08,1067
Tony Allen,MEM ," SG,SF",581,1147,1728,2016-12-08,566
Deron Williams,DAL , PG,117,1587,1720,2016-12-08,1470
Jon Leuer,DET ," PF,C",1409,239,1660,2016-12-08,-1170
JaMychal Green,MEM , PF,376,1260,1648,2016-12-08,884
Maurice Harkless,POR , SF,1294,325,1634,2016-12-08,-969
Patty Mills,SA , PG,561,1054,1624,2016-12-08,493
Jamal Murray,DEN , SG,937,684,1624,2016-12-08,-253
Terrence Jones,NO ," SF,PF",1271,322,1602,2016-12-08,-949
Dario Saric,PHI ," SF,PF",623,927,1558,2016-12-08,304
John Henson,MIL ," PF,C",812,729,1556,2016-12-08,-83
Allen Crabbe,POR ," PG,SG",707,811,1519,2016-12-08,104
Alex Len,PHO ," PF,C",1318,180,1512,2016-12-08,-1138
Andrew Bogut,DAL , C,1456,22,1489,2016-12-08,-1434
Courtney Lee,NY ," SG,SF",185,1280,1468,2016-12-08,1095
Thabo Sefolosha,ATL ," SG,SF",257,1106,1365,2016-12-08,849
Rondae Hollis-Jefferson,BKN ," SG,SF",1292,67,1362,2016-12-08,-1225
Will Barton,DEN ," SG,SF",305,1034,1361,2016-12-08,729
Robert Covington,PHI ," SF,PF",501,840,1350,2016-12-08,339
Elfrid Payton,ORL , PG,366,959,1340,2016-12-08,593
Monta Ellis,IND ," PG,SG",1059,247,1328,2016-12-08,-812
Marco Belinelli,CHA ," SG,SF",182,1130,1315,2016-12-08,948
Sergio Rodriguez,PHI , PG,840,460,1307,2016-12-08,-380
J.R. Smith,CLE ," SG,SF",1133,113,1257,2016-12-08,-1020
Evan Turner,POR ," SG,SF",837,412,1254,2016-12-08,-425
Zach Randolph,MEM ," PF,C",272,960,1247,2016-12-08,688
Cody Zeller,CHA ," PF,C",680,553,1246,2016-12-08,-127
Marcus Smart,BOS , PG,344,880,1236,2016-12-08,536
Sam Dekker,HOU ," SF,PF",159,995,1155,2016-12-08,836
Troy Daniels,MEM ," PG,SG",4758,149,4916,2016-12-09,-4609
Tony Allen,MEM ," SG,SF",303,4088,4393,2016-12-09,3785
Wayne Ellington,MIA ," SG,SF",676,3471,4153,2016-12-09,2795
Ersan Ilyasova,PHI ," SF,PF",176,3051,3237,2016-12-09,2875
Kyle O'Quinn,NY ," PF,C",311,2486,2798,2016-12-09,2175
Andrew Harrison,MEM ," PG,SG",2742,38,2793,2016-12-09,-2704
Shelvin Mack,UTA , PG,131,2606,2737,2016-12-09,2475
Jameer Nelson,DEN , PG,394,2116,2514,2016-12-09,1722
Langston Galloway,NO ," PG,SG",169,2264,2434,2016-12-09,2095
Kenneth Faried,DEN ," PF,C",2239,98,2349,2016-12-09,-2141
Emmanuel Mudiay,DEN , PG,2233,95,2349,2016-12-09,-2138
Patrick Beverley,HOU ," PG,SG",135,1886,2031,2016-12-09,1751
Lucas Nogueira,TOR ," PF,C",853,1175,2031,2016-12-09,322
Patrick Patterson,TOR ," PF,C",1758,201,1967,2016-12-09,-1557
Tyler Johnson,MIA ," PG,SG",106,1720,1836,2016-12-09,1614
JaMychal Green,MEM , PF,211,1580,1805,2016-12-09,1369
Dwight Powell,DAL ," PF,C",645,1085,1735,2016-12-09,440
Patty Mills,SA , PG,380,1261,1655,2016-12-09,881
Sergio Rodriguez,PHI , PG,327,1281,1619,2016-12-09,954
Ish Smith,DET , PG,1315,223,1547,2016-12-09,-1092
Marvin Williams,CHA ," SF,PF",431,1063,1501,2016-12-09,632
Tim Frazier,NO ," PG,SG",855,599,1461,2016-12-09,-256
Tyson Chandler,PHO , C,401,1040,1455,2016-12-09,639
C.J. Miles,IND ," SG,SF",671,760,1436,2016-12-09,89
Terrence Jones,NO ," SF,PF",1212,158,1382,2016-12-09,-1054
Monta Ellis,IND ," PG,SG",1079,267,1370,2016-12-09,-812
Maurice Harkless,POR , SF,1115,150,1286,2016-12-09,-965
Deron Williams,DAL , PG,73,1190,1275,2016-12-09,1117
Terrence Ross,TOR ," SG,SF",963,291,1262,2016-12-09,-672
Kent Bazemore,ATL ," SG,SF",1115,121,1251,2016-12-09,-994
John Henson,MIL ," PF,C",640,575,1224,2016-12-09,-65
Dario Saric,PHI ," SF,PF",463,667,1137,2016-12-09,204
Channing Frye,CLE ," PF,C",1045,83,1132,2016-12-09,-962
Brandon Jennings,NY , PG,370,757,1130,2016-12-09,387
Nick Young,LAL ," SG,SF",259,833,1103,2016-12-09,574
Marco Belinelli,CHA ," SG,SF",236,856,1092,2016-12-09,620
Jamal Crawford,LAC ," SG,SF",160,899,1063,2016-12-09,739
Jamal Murray,DEN , SG,952,103,1060,2016-12-09,-849
Courtney Lee,NY ," SG,SF",303,753,1060,2016-12-09,450
Cody Zeller,CHA ," PF,C",321,708,1042,2016-12-09,387
Alex Len,PHO ," PF,C",641,375,1029,2016-12-09,-266
Andrew Bogut,DAL , C,970,48,1024,2016-12-09,-922
Frank Kaminsky,CHA ," PF,C",789,232,1022,2016-12-09,-557
Sam Dekker,HOU ," SF,PF",283,713,997,2016-12-09,430
J.R. Smith,CLE ," SG,SF",818,170,990,2016-12-09,-648
Marcus Smart,BOS , PG,272,702,986,2016-12-09,430
Jon Leuer,DET ," PF,C",712,246,969,2016-12-09,-466
Thabo Sefolosha,ATL ," SG,SF",433,528,965,2016-12-09,95
Matt Barnes,SAC ," SG,SF",859,102,963,2016-12-09,-757
Brandon Ingram,LAL ," SG,SF",520,416,945,2016-12-09,-104
Langston Galloway,NO ," PG,SG",278,5691,5969,2016-12-10,5413
Kyle O'Quinn,NY ," PF,C",288,4431,4721,2016-12-10,4143
Troy Daniels,MEM ," PG,SG",4477,90,4573,2016-12-10,-4387
Wayne Ellington,MIA ," SG,SF",4029,353,4385,2016-12-10,-3676
Sergio Rodriguez,PHI , PG,152,3775,3935,2016-12-10,3623
Andre Roberson,OKC ," SG,SF",196,2904,3102,2016-12-10,2708
Ersan Ilyasova,PHI ," SF,PF",84,2665,2765,2016-12-10,2581
Tony Allen,MEM ," SG,SF",715,1723,2439,2016-12-10,1008
Alex Len,PHO ," PF,C",157,2139,2305,2016-12-10,1982
T.J. Warren,PHO , SF,198,2024,2233,2016-12-10,1826
C.J. Miles,IND ," SG,SF",864,1337,2206,2016-12-10,473
Ish Smith,DET , PG,1708,427,2140,2016-12-10,-1281
Jameer Nelson,DEN , PG,1463,574,2041,2016-12-10,-889
Monta Ellis,IND ," PG,SG",1825,189,2035,2016-12-10,-1636
Brandon Jennings,NY , PG,497,1454,1952,2016-12-10,957
Dario Saric,PHI ," SF,PF",245,1677,1931,2016-12-10,1432
Dwight Powell,DAL ," PF,C",1145,717,1868,2016-12-10,-428
Nerlens Noel,PHI ," PF,C",171,1689,1863,2016-12-10,1518
Tim Frazier,NO ," PG,SG",452,1387,1855,2016-12-10,935
Shelvin Mack,UTA , PG,899,867,1766,2016-12-10,-32
Patrick Patterson,TOR ," PF,C",1560,123,1689,2016-12-10,-1437
Marcus Smart,BOS , PG,262,1399,1673,2016-12-10,1137
Andrew Harrison,MEM ," PG,SG",1609,42,1658,2016-12-10,-1567
Nick Young,LAL ," SG,SF",243,1396,1646,2016-12-10,1153
John Henson,MIL ," PF,C",1107,439,1559,2016-12-10,-668
Emmanuel Mudiay,DEN , PG,1363,167,1550,2016-12-10,-1196
Tyson Chandler,PHO , C,448,1080,1536,2016-12-10,632
Jon Leuer,DET ," PF,C",311,1204,1522,2016-12-10,893
Marvin Williams,CHA ," SF,PF",1222,224,1454,2016-12-10,-998
Patrick Beverley,HOU ," PG,SG",416,996,1422,2016-12-10,580
Courtney Lee,NY ," SG,SF",368,1031,1405,2016-12-10,663
Larry Nance Jr.,LAL , PF,259,1138,1401,2016-12-10,879
Robert Covington,PHI ," SF,PF",249,1133,1390,2016-12-10,884
Tyler Johnson,MIA ," PG,SG",602,762,1372,2016-12-10,160
JaMychal Green,MEM , PF,278,1073,1364,2016-12-10,795
Lucas Nogueira,TOR ," PF,C",1085,272,1358,2016-12-10,-813
Terry Rozier,BOS , PG,62,1249,1311,2016-12-10,1187
Patty Mills,SA , PG,523,732,1267,2016-12-10,209
Matt Barnes,SAC ," SG,SF",1227,20,1248,2016-12-10,-1207
Jamal Murray,DEN , SG,1102,78,1185,2016-12-10,-1024
Brandon Ingram,LAL ," SG,SF",552,601,1162,2016-12-10,49
Frank Kaminsky,CHA ," PF,C",1013,140,1158,2016-12-10,-873
Sean Kilpatrick,BKN ," PG,SG",560,586,1157,2016-12-10,26
Deron Williams,DAL , PG,353,786,1152,2016-12-10,433
Bismack Biyombo,ORL ," PF,C",974,113,1099,2016-12-10,-861
Kenneth Faried,DEN ," PF,C",810,261,1099,2016-12-10,-549
J.R. Smith,CLE ," SG,SF",705,368,1080,2016-12-10,-337
Jahlil Okafor,PHI , C,261,804,1078,2016-12-10,543
Cody Zeller,CHA ," PF,C",697,362,1064,2016-12-10,-335
Lou Williams,LAL ," PG,SG",33,970,1033,2016-12-10,937
Kelly Oubre Jr.,WAS , SF,101,5572,5673,2016-12-11,5471
Troy Daniels,MEM ," PG,SG",4888,73,4965,2016-12-11,-4815
Wayne Ellington,MIA ," SG,SF",4263,186,4455,2016-12-11,-4077
Kyle O'Quinn,NY ," PF,C",2302,1727,4031,2016-12-11,-575
Sergio Rodriguez,PHI , PG,1879,1769,3653,2016-12-11,-110
Nick Young,LAL ," SG,SF",247,3266,3518,2016-12-11,3019
Josh Richardson,MIA ," SG,SF",214,3258,3473,2016-12-11,3044
Langston Galloway,NO ," PG,SG",2173,921,3094,2016-12-11,-1252
Tony Allen,MEM ," SG,SF",576,2324,2904,2016-12-11,1748
Tim Frazier,NO ," PG,SG",536,2206,2752,2016-12-11,1670
Ish Smith,DET , PG,2424,318,2752,2016-12-11,-2106
Andre Roberson,OKC ," SG,SF",1023,1470,2496,2016-12-11,447
Dario Saric,PHI ," SF,PF",1563,744,2313,2016-12-11,-819
Jon Leuer,DET ," PF,C",1577,638,2223,2016-12-11,-939
Alex Len,PHO ," PF,C",729,1293,2038,2016-12-11,564
Ersan Ilyasova,PHI ," SF,PF",266,1728,2009,2016-12-11,1462
Jameer Nelson,DEN , PG,1769,216,1988,2016-12-11,-1553
Monta Ellis,IND ," PG,SG",1804,135,1963,2016-12-11,-1669
Dwight Powell,DAL ," PF,C",934,990,1926,2016-12-11,56
Patrick Beverley,HOU ," PG,SG",342,1566,1920,2016-12-11,1224
Nerlens Noel,PHI ," PF,C",481,1425,1920,2016-12-11,944
C.J. Miles,IND ," SG,SF",1271,591,1867,2016-12-11,-680
Emmanuel Mudiay,DEN , PG,1566,271,1851,2016-12-11,-1295
Tyler Johnson,MIA ," PG,SG",503,1226,1736,2016-12-11,723
Brandon Ingram,LAL ," SG,SF",1248,469,1729,2016-12-11,-779
Brandon Jennings,NY , PG,876,839,1718,2016-12-11,-37
Patty Mills,SA , PG,476,1171,1656,2016-12-11,695
Tyson Chandler,PHO , C,434,1169,1612,2016-12-11,735
Jamal Crawford,LAC ," SG,SF",304,1212,1521,2016-12-11,908
Omri Casspi,SAC ," SF,PF",63,1436,1499,2016-12-11,1373
John Henson,MIL ," PF,C",746,695,1454,2016-12-11,-51
Robert Covington,PHI ," SF,PF",345,1079,1432,2016-12-11,734
Marcus Smart,BOS , PG,406,999,1408,2016-12-11,593
Andrew Harrison,MEM ," PG,SG",1299,97,1399,2016-12-11,-1202
Evan Turner,POR ," SG,SF",1083,309,1397,2016-12-11,-774
Patrick Patterson,TOR ," PF,C",1020,362,1392,2016-12-11,-658
Larry Nance Jr.,LAL , PF,503,853,1360,2016-12-11,350
JaMychal Green,MEM , PF,216,1100,1326,2016-12-11,884
Jahlil Okafor,PHI , C,317,992,1320,2016-12-11,675
Jamal Murray,DEN , SG,1233,72,1308,2016-12-11,-1161
Kenneth Faried,DEN ," PF,C",295,980,1304,2016-12-11,685
Cody Zeller,CHA ," PF,C",412,879,1302,2016-12-11,467
Frank Kaminsky,CHA ," PF,C",1112,150,1264,2016-12-11,-962
Marvin Williams,CHA ," SF,PF",959,279,1249,2016-12-11,-680
Terrence Jones,NO ," SF,PF",867,374,1248,2016-12-11,-493
T.J. McConnell,PHI , PG,100,1131,1231,2016-12-11,1031
Courtney Lee,NY ," SG,SF",593,628,1224,2016-12-11,35
Maurice Harkless,POR , SF,702,504,1219,2016-12-11,-198
Sean Kilpatrick,BKN ," PG,SG",857,309,1182,2016-12-11,-548
Lucas Nogueira,TOR ," PF,C",585,582,1171,2016-12-11,-3
Tony Allen,MEM ," SG,SF",325,6645,6970,2016-12-12,6320
Nick Young,LAL ," SG,SF",567,5869,6440,2016-12-12,5302
Tim Frazier,NO ," PG,SG",306,5729,6043,2016-12-12,5423
Kelly Oubre Jr.,WAS , SF,1260,3218,4478,2016-12-12,1958
Troy Daniels,MEM ," PG,SG",4243,156,4403,2016-12-12,-4087
Monta Ellis,IND ," PG,SG",3999,193,4207,2016-12-12,-3806
Wayne Ellington,MIA ," SG,SF",3695,222,3922,2016-12-12,-3473
Tyson Chandler,PHO , C,258,3651,3916,2016-12-12,3393
Sergio Rodriguez,PHI , PG,3320,251,3581,2016-12-12,-3069
Kyle O'Quinn,NY ," PF,C",3144,177,3321,2016-12-12,-2967
Ish Smith,DET , PG,3212,96,3315,2016-12-12,-3116
Jameer Nelson,DEN , PG,2794,160,2958,2016-12-12,-2634
Dorian Finney-Smith,DAL ," SF,PF",42,2877,2919,2016-12-12,2835
Dwight Powell,DAL ," PF,C",2001,893,2899,2016-12-12,-1108
Josh Richardson,MIA ," SG,SF",469,2425,2898,2016-12-12,1956
Brandon Ingram,LAL ," SG,SF",2745,99,2849,2016-12-12,-2646
Jon Leuer,DET ," PF,C",2585,188,2786,2016-12-12,-2397
Dario Saric,PHI ," SF,PF",2626,99,2732,2016-12-12,-2527
Langston Galloway,NO ," PG,SG",2487,231,2719,2016-12-12,-2256
Thabo Sefolosha,ATL ," SG,SF",347,2299,2650,2016-12-12,1952
JaMychal Green,MEM , PF,186,2323,2517,2016-12-12,2137
Andre Roberson,OKC ," SG,SF",1464,851,2316,2016-12-12,-613
Patrick Beverley,HOU ," PG,SG",323,1925,2260,2016-12-12,1602
T.J. Warren,PHO , SF,206,2031,2246,2016-12-12,1825
Brandon Jennings,NY , PG,675,1554,2231,2016-12-12,879
Omri Casspi,SAC ," SF,PF",233,1960,2193,2016-12-12,1727
Leandro Barbosa,PHO ," PG,SG",106,2036,2142,2016-12-12,1930
Courtney Lee,NY ," SG,SF",448,1661,2112,2016-12-12,1213
Patrick Patterson,TOR ," PF,C",1653,430,2088,2016-12-12,-1223
Kenneth Faried,DEN ," PF,C",903,1125,2048,2016-12-12,222
Jeremy Lin,BKN ," PG,SG",148,1863,2024,2016-12-12,1715
Emmanuel Mudiay,DEN , PG,1464,504,1987,2016-12-12,-960
C.J. Miles,IND ," SG,SF",1416,519,1937,2016-12-12,-897
Patty Mills,SA , PG,507,1364,1880,2016-12-12,857
John Henson,MIL ," PF,C",1315,527,1859,2016-12-12,-788
Will Barton,DEN ," SG,SF",1381,449,1843,2016-12-12,-932
Alex Len,PHO ," PF,C",1366,440,1814,2016-12-12,-926
Ersan Ilyasova,PHI ," SF,PF",504,1292,1813,2016-12-12,788
Tyler Johnson,MIA ," SF,PF",342,1433,1777,2016-12-12,1091
Frank Kaminsky,CHA ," PF,C",1546,220,1769,2016-12-12,-1326
Andrew Harrison,MEM ," PG,SG",1252,463,1718,2016-12-12,-789
Sean Kilpatrick,BKN ," PG,SG",1388,313,1716,2016-12-12,-1075
Maurice Harkless,POR , SF,885,805,1703,2016-12-12,-80
Robert Covington,PHI ," SF,PF",462,1218,1685,2016-12-12,756
Tyler Johnson,MIA ," PG,SG",637,1022,1668,2016-12-12,385
Jamal Crawford,LAC ," SG,SF",404,1238,1649,2016-12-12,834
Terrence Jones,NO ," SF,PF",1255,356,1622,2016-12-12,-899
Larry Nance Jr.,LAL , PF,1355,256,1611,2016-12-12,-1099
Ed Davis,POR ," PF,C",233,1350,1584,2016-12-12,1117
Marcus Smart,BOS , PG,619,945,1571,2016-12-12,326
Dorian Finney-Smith,DAL ," SF,PF",212,15123,15335,2016-12-13,14911
Tyler Johnson,MIA ," SF,PF",214,4809,5023,2016-12-13,4595
Troy Daniels,MEM ," PG,SG",3254,155,3414,2016-12-13,-3099
Tony Allen,MEM ," SG,SF",942,2261,3205,2016-12-13,1319
Dwight Powell,DAL ," PF,C",2919,274,3199,2016-12-13,-2645
J.R. Smith,CLE ," SG,SF",412,2597,3012,2016-12-13,2185
Kyle O'Quinn,NY ," PF,C",913,1791,2705,2016-12-13,878
Jameer Nelson,DEN , PG,2655,30,2687,2016-12-13,-2625
Monta Ellis,IND ," PG,SG",2331,200,2552,2016-12-13,-2131
Tyson Chandler,PHO , C,305,2181,2490,2016-12-13,1876
Omri Casspi,SAC ," SF,PF",230,2238,2468,2016-12-13,2008
Luol Deng,LAL ," SF,PF",299,2000,2301,2016-12-13,1701
Brandon Jennings,NY , PG,1065,1231,2297,2016-12-13,166
John Henson,MIL ," PF,C",1909,294,2209,2016-12-13,-1615
Will Barton,DEN ," SG,SF",1985,190,2188,2016-12-13,-1795
Wayne Ellington,MIA ," SG,SF",1375,606,1986,2016-12-13,-769
Patrick Beverley,HOU ," PG,SG",223,1735,1968,2016-12-13,1512
Patrick Patterson,TOR ," PF,C",1774,187,1962,2016-12-13,-1587
Thabo Sefolosha,ATL ," SG,SF",633,1322,1957,2016-12-13,689
Nick Young,LAL ," SG,SF",1137,692,1834,2016-12-13,-445
JaMychal Green,MEM , PF,586,1233,1827,2016-12-13,647
Tim Frazier,NO ," PG,SG",344,1468,1814,2016-12-13,1124
Alex Len,PHO ," PF,C",1550,206,1763,2016-12-13,-1344
Kelly Oubre Jr.,WAS , SF,1569,123,1693,2016-12-13,-1446
Maurice Harkless,POR , SF,1337,334,1680,2016-12-13,-1003
Patty Mills,SA , PG,232,1433,1669,2016-12-13,1201
Ish Smith,DET , PG,1474,117,1592,2016-12-13,-1357
Sean Kilpatrick,BKN ," PG,SG",1327,240,1579,2016-12-13,-1087
Kenneth Faried,DEN ," PF,C",1305,250,1569,2016-12-13,-1055
Brandon Ingram,LAL ," SG,SF",1496,69,1569,2016-12-13,-1427
Elfrid Payton,ORL , PG,348,1187,1550,2016-12-13,839
Jon Leuer,DET ," PF,C",1289,172,1467,2016-12-13,-1117
C.J. Miles,IND ," SG,SF",1001,435,1440,2016-12-13,-566
Leandro Barbosa,PHO ," PG,SG",623,775,1398,2016-12-13,152
Sergio Rodriguez,PHI , PG,1131,237,1373,2016-12-13,-894
Courtney Lee,NY ," SG,SF",599,749,1352,2016-12-13,150
Larry Nance Jr.,LAL , PF,1270,74,1347,2016-12-13,-1196
Derrick Favors,UTA ," PF,C",108,1217,1338,2016-12-13,1109
Tyler Johnson,MIA ," PG,SG",540,757,1306,2016-12-13,217
Langston Galloway,NO ," PG,SG",902,391,1295,2016-12-13,-511
Kent Bazemore,ATL ," SG,SF",1013,265,1287,2016-12-13,-748
Cody Zeller,CHA ," PF,C",538,740,1284,2016-12-13,202
Lucas Nogueira,TOR ," PF,C",820,456,1278,2016-12-13,-364
Frank Kaminsky,CHA ," PF,C",1153,95,1252,2016-12-13,-1058
Terrence Jones,NO ," SF,PF",946,296,1248,2016-12-13,-650
Nikola Mirotic,CHI ," SF,PF",907,331,1247,2016-12-13,-576
Jeremy Lin,BKN ," PG,SG",73,1166,1246,2016-12-13,1093
Andre Roberson,OKC ," SG,SF",729,508,1240,2016-12-13,-221
Dario Saric,PHI ," SF,PF",1153,77,1237,2016-12-13,-1076
Al-Farouq Aminu,POR ," SF,PF",580,640,1225,2016-12-13,60
Kyle O'Quinn,NY ," PF,C",170,10192,10368,2016-12-14,10022
Dorian Finney-Smith,DAL ," SF,PF",1183,3616,4799,2016-12-14,2433
Langston Galloway,NO ," PG,SG",231,4030,4263,2016-12-14,3799
Tyson Chandler,PHO , C,156,3833,4005,2016-12-14,3677
J.R. Smith,CLE ," SG,SF",712,2197,2916,2016-12-14,1485
JaMychal Green,MEM , PF,2085,236,2332,2016-12-14,-1849
Brandon Jennings,NY , PG,768,1506,2276,2016-12-14,738
Dwight Powell,DAL ," PF,C",2072,201,2274,2016-12-14,-1871
Troy Daniels,MEM ," PG,SG",2095,66,2163,2016-12-14,-2029
Tony Allen,MEM ," SG,SF",1637,422,2063,2016-12-14,-1215
Dario Saric,PHI ," SF,PF",1918,108,2034,2016-12-14,-1810
Alex Len,PHO ," PF,C",1931,74,2010,2016-12-14,-1857
Tim Frazier,NO ," PG,SG",964,941,1914,2016-12-14,-23
Wayne Ellington,MIA ," SG,SF",1432,475,1910,2016-12-14,-957
Patty Mills,SA , PG,278,1530,1815,2016-12-14,1252
Elfrid Payton,ORL , PG,156,1614,1783,2016-12-14,1458
Tyler Johnson,MIA ," SF,PF",399,1313,1713,2016-12-14,914
Andre Roberson,OKC ," SG,SF",1548,135,1684,2016-12-14,-1413
John Henson,MIL ," PF,C",1287,381,1676,2016-12-14,-906
Robert Covington,PHI ," SF,PF",207,1439,1650,2016-12-14,1232
Courtney Lee,NY ," SG,SF",394,1246,1646,2016-12-14,852
Aaron Gordon,ORL ," SF,PF",715,850,1577,2016-12-14,135
Thabo Sefolosha,ATL ," SG,SF",387,1179,1569,2016-12-14,792
Andrew Harrison,MEM ," PG,SG",1421,129,1551,2016-12-14,-1292
Monta Ellis,IND ," PG,SG",1328,201,1541,2016-12-14,-1127
Marvin Williams,CHA ," SF,PF",1218,297,1522,2016-12-14,-921
Will Barton,DEN ," SG,SF",1146,356,1512,2016-12-14,-790
J.J. Barea,DAL ," PG,SG",100,1369,1469,2016-12-14,1269
Ish Smith,DET , PG,1310,138,1451,2016-12-14,-1172
Evan Turner,POR ," SG,SF",429,1001,1436,2016-12-14,572
C.J. Miles,IND ," SG,SF",528,904,1436,2016-12-14,376
Gary Harris,DEN ," SG,SF",129,1283,1414,2016-12-14,1154
Omri Casspi,SAC ," SF,PF",455,948,1403,2016-12-14,493
Patrick Patterson,TOR ," PF,C",1237,104,1346,2016-12-14,-1133
Jon Leuer,DET ," PF,C",1033,298,1339,2016-12-14,-735
Kent Bazemore,ATL ," SG,SF",1119,161,1289,2016-12-14,-958
Lucas Nogueira,TOR ," PF,C",1093,173,1269,2016-12-14,-920
Luol Deng,LAL ," SF,PF",307,960,1267,2016-12-14,653
Terrence Jones,NO ," SF,PF",749,506,1265,2016-12-14,-243
P.J. Tucker,PHO ," SG,SF",174,1085,1259,2016-12-14,911
Emmanuel Mudiay,DEN , PG,521,711,1242,2016-12-14,190
Maurice Harkless,POR , SF,368,836,1219,2016-12-14,468
Sergio Rodriguez,PHI , PG,657,547,1211,2016-12-14,-110
Ersan Ilyasova,PHI ," SF,PF",639,496,1146,2016-12-14,-143
Nikola Mirotic,CHI ," SF,PF",899,218,1122,2016-12-14,-681
Nick Young,LAL ," SG,SF",674,423,1107,2016-12-14,-251
Jamal Crawford,LAC ," SG,SF",809,290,1105,2016-12-14,-519
Sean Kilpatrick,BKN ," PG,SG",727,316,1065,2016-12-14,-411
Justise Winslow,MIA ," SF,PF",406,648,1059,2016-12-14,242
Patrick Beverley,HOU ," PG,SG",195,857,1058,2016-12-14,662
Kyle O'Quinn,NY ," PF,C",1144,5897,7046,2016-12-15,4753
Gary Harris,DEN ," SG,SF",115,6317,6433,2016-12-15,6202
Langston Galloway,NO ," PG,SG",949,3781,4732,2016-12-15,2832
Tim Frazier,NO ," PG,SG",4071,193,4283,2016-12-15,-3878
Robert Covington,PHI ," SF,PF",114,3252,3374,2016-12-15,3138
Tyreke Evans,NO ," PG,SG,SF",234,2657,2899,2016-12-15,2423
Will Barton,DEN ," SG,SF",2243,376,2638,2016-12-15,-1867
Dario Saric,PHI ," SF,PF",2518,52,2577,2016-12-15,-2466
JaMychal Green,MEM , PF,2303,149,2462,2016-12-15,-2154
Jusuf Nurkic,DEN , C,2134,161,2316,2016-12-15,-1973
Patty Mills,SA , PG,1516,650,2185,2016-12-15,-866
Tyson Chandler,PHO , C,471,1675,2164,2016-12-15,1204
Sergio Rodriguez,PHI , PG,435,1714,2162,2016-12-15,1279
Dorian Finney-Smith,DAL ," SF,PF",1592,552,2144,2016-12-15,-1040
Thabo Sefolosha,ATL ," SG,SF",253,1861,2116,2016-12-15,1608
Austin Rivers,LAC ," PG,SG,SF",65,2003,2068,2016-12-15,1938
J.J. Barea,DAL ," PG,SG",167,1859,2028,2016-12-15,1692
Andrew Harrison,MEM ," PG,SG",1953,27,1980,2016-12-15,-1926
C.J. Miles,IND ," SG,SF",1265,705,1977,2016-12-15,-560
Tony Allen,MEM ," SG,SF",574,1292,1870,2016-12-15,718
Joe Ingles,UTA ," SG,SF",155,1710,1865,2016-12-15,1555
Brandon Jennings,NY , PG,715,986,1708,2016-12-15,271
